cc_alias	cc_id	language	lexeme	lexeme_id	status
good-B	229	Old_English	gōd	21393	
good-B	229	Old_High_German	guot	27951	
good-B	229	Old_Norse	góðr	21646	
good-B	229	Pennsylvania_Dutch	GUUT	12027	
good-B	229	Schwyzerdutsch	guet	29068	
good-B	229	Swedish	gu:d	16168	
good-B	229	Swedish_Up	GOD	16368	
good-B	229	Swedish_Vl	GO	16567	
good-C	406	ALBANIAN	mirë	460	
good-C	406	Albanian_C	mirë	649	
good-C	406	Albanian_G	mirë	844	
good-C	406	Albanian_K	mirë	1036	
good-C	406	Albanian_Standard	i, e mirë	30773	
good-C	406	Albanian_T	miɹ(ə)	1234	
good-C	406	Albanian_Top	mirë	1434	
good-D	678	Armenian_Mod	lɑv	1823	
good-D	678	Classical_Armenian	law	31067	
good-D	678	Latvian	LABS	9883	
good-D	678	Latvian	labs	20651	
good-D	678	Old_Prussian	labs	21909	
good-E	779	Assamese	bhāl	19107	
good-E	779	Bengali	bʱalo, valo	2216	
good-E	779	Marwari	bhalō	20886	
good-E	779	Nepali	BHALO	11449	
good-E	779	Oriya	bhɔlɔ	22124	
good-E	779	Sindhi	bhalō	22914	
good-E	779	Urdu	ʔəʧʰɑ, bʰəlɑ	24479	
good-F	883	Brazilian	BOM	2415	
good-F	883	Catalan	bɔ	3989	
good-F	883	Dolomite_Ladino	bén	31786	
good-F	883	French	bɔ̃	5767	
good-F	883	French_Creole_C	BO	5967	
good-F	883	French_Creole_D	BO	6164	
good-F	883	Friulian	bon	26226	
good-F	883	Italian	'bwɔno	8904	
good-F	883	Ladin	BUNA	9485	
good-F	883	Latin	bonus	20410	
good-F	883	Portuguese_ST	bõ	12810	
good-F	883	Provencal	BON, ONO	13010	
good-F	883	Romansh	bein, bien	26433	
good-F	883	Rumanian_List	bun	13407	
good-F	883	Sardinian_C	BONU	13998	
good-F	883	Sardinian_L	BONU	14198	
good-F	883	Sardinian_N	BONU	14397	
good-F	883	Spanish	'bweno	15969	
good-F	883	Sranan	BOEN	16961	
good-F	883	Vlach	BUNE	17540	
good-F	883	Walloon	BON, BONE	17906	
good-G	1011	Breton_List	MAT	2611	
good-G	1011	Breton_Se	MAT	2811	
good-G	1011	Breton_ST	maːd	3009	
good-G	1011	Cornish	ma:z	19682	
good-G	1011	Irish_A	MAITH	8512	
good-G	1011	Irish_B	mˠa, mˠah, mˠaɪ, mˠaɪh	8708	
good-G	1011	Manx	mie	31981	
good-G	1011	Old_Breton	mat	32083	
good-G	1011	Old_Cornish	mat	32160	
good-G	1011	Old_Irish	maith	28199	
good-G	1011	Old_Welsh	mad	32220	
good-G	1011	Scots_Gaelic	ma:, mah	24050	
good-H	1137	Bulgarian	doˈbɤ̞r	3206	
good-H	1137	BULGARIAN_P	DOBUR	3403	
good-H	1137	Byelorussian	DOBRY, DOBRA	3598	
good-H	1137	BYELORUSSIAN_P	DOBRY	3794	
good-H	1137	Czech	dobriː	4184	
good-H	1137	Czech_E	DOBRE	4384	
good-H	1137	CZECH_P	DOBRY	4579	
good-H	1137	Lower_Sorbian	DOBRY	10478	
good-H	1137	Macedonian	DOBAR, DOBRO	24731	
good-H	1137	MACEDONIAN_P	DOBAR	11054	
good-H	1137	Old_Church_Slavonic	dobrŭ	21148	
good-H	1137	Polish	ˈdɔbrɨ	12418	
good-H	1137	POLISH_P	DOBRY	12615	
good-H	1137	RUSSIAN_P	DOBRYJ	13804	
good-H	1137	Serbian	dôbar	22672	
good-H	1137	Serbocroatian	DOBAR	14595	
good-H	1137	SERBOCROATIAN_P	dôbar	14792	
good-H	1137	Slovak	DOBRY	15186	
good-H	1137	SLOVAK_P	DOBRY	15383	
good-H	1137	Slovenian	DOBRO	15578	
good-H	1137	SLOVENIAN_P	DOBER	15774	
good-H	1137	Ukrainian	DOBRYJ, HARNIJ	17156	
good-H	1137	UKRAINIAN_P	DOBRYJ	17353	
good-H	1137	Upper_Sorbian	DOBRY	10670	
good-I	1489	Ancient_Greek	καλὀσ	18749	EXCLUDE
good-I	1489	Greek_D	KALOS	6752	
good-I	1489	Greek_K	KALOS	6950	
good-I	1489	Greek_Md	KALOS	7147	
good-I	1489	Greek_Ml	KALOS	7342	
good-I	1489	Greek_Mod	kaˈlo̞s	7542	
good-J	1783	Kashmiri	KHARA, JAN	9104	
good-K	1836	Lahnda	CENGA	9684	
good-K	1836	Marathi	'tsaŋglə	11249	
good-K	1836	Panjabi_ST	CENGA	11832	
good-L	1901	Lithuanian_O	GERAS	10082	
good-L	1901	Lithuanian_ST	GERAS	10281	
good-M	1959	Digor_Ossetic	χʷarz	27344	
good-M	1959	Iron_Ossetic	χorž	27343	
good-M	1959	Ossetic	χorz	11645	
good-M	1959	Tadzik	HAWZ	24732	
good-N	1994	Assamese	hobā	19109	LOAN
good-N	1994	Persian	KHUB	12219	
good-N	1994	Sindhi	χūbu	22915	LOAN
good-N	1994	Sogdian	xwp	29283	
good-N	1994	Tadzik	XUB	16767	
good-N	1994	Wakhi	XUB	24733	
good-O	2151	Cornish	da:	19681	
good-O	2151	Gaulish	dagos	30229	
good-O	2151	Old_Breton	da	32084	
good-O	2151	Old_Cornish	da	32161	
good-O	2151	Old_Welsh	dag	32221	
good-O	2151	Welsh_C	DA	18298	
good-O	2151	Welsh_N	DA	18498	
good-P	2283	Gypsy_Gk	LACHO	7928	
good-P	2283	Hindi	ə:t:ʃʰa:	8117	
good-P	2283	Marwari	accho	20888	
good-P	2283	Nepali	ACCHA	24736	
good-P	2283	Urdu	ʔəʧʰɑ, bʰəlɑ	24479	
good-Q	2284	Khaskura	JATI	24737	
good-Q	2284	Nepali	JATI	24735	
good-R	3164	Tocharian_A	kāsu	23144	
good-R	3164	Tocharian_B	kartse	23328	
good-S	3165	Ancient_Greek	εὐ-	31525	
good-S	3165	Hittite	āssus	20202	
good-S	3165	Proto-Indo-European	*h₁su-, *h₁ós-u-	23819	
good-S	3165	Vedic_Sanskrit	sú	31524	
good-T	3312	Avestan	vaŋhuš	27739	
good-T	3312	Luvian	wāsus	28853	
good-T	3312	Old_Persian	*vahu-	28699	
good-T	3312	Palaic	wasu-	29450	
good-T	3312	Vedic_Sanskrit	vásus	22410	
good-U	3352	Armenian_List	BARI (PERSON)	1633	
good-U	3352	Classical_Armenian	bari	28508	
good-V	3391	Sogdian	šr	29282	
good-W	3602	Old_Persian	naiba	28700	EXCLUDE
good-X	3603	Kurdish	baş	24679	
good-X	3603	Shughni	bašānd	29802	
good-X	3603	Zazaki	weš	29566	
good-Y	3604	Wakhi	BUF	17721	
good-Z	3605	Baluchi	PHUTUR	2021	
grass-A	48	Pashto	VASE	62	
grass-A	48	Sariqoli	wux̆	30072	
grass-A	48	Shughni	wōx̆	29804	
grass-A	48	Wakhi	WUS	17722	
grass-A	48	Waziri	WOSHE	18104	
grass-A	48	Zazaki	vāš	29569	
grass-B	230	Afrikaans	GRAS	262	
grass-B	230	Danish	g̥ʁas	4775	
grass-B	230	Dutch_List	ɣrɑs	4975	
grass-B	230	English	grɑ:s	5174	
grass-B	230	Faroese	ɡras	5373	
grass-B	230	Flemish	GRAS	5569	
grass-B	230	Frisian	gɛːs	6361	
grass-B	230	German	gra:s	6553	
grass-B	230	German_Munich	Gras	30444	
grass-B	230	Gothic	gra-s*	19985	
grass-B	230	Icelandic_ST	GRAS	8316	
grass-B	230	Latin	gramen	20411	
grass-B	230	Luxembourgish	Gras	24137	
grass-B	230	Norwegian	GRESS	13210	
grass-B	230	Old_English	græs	21394	
grass-B	230	Old_High_German	gras	27952	
grass-B	230	Old_Norse	gras	21647	
grass-B	230	Pennsylvania_Dutch	GRAWSZ	12028	
grass-B	230	Schwyzerdutsch	gras	29069	
grass-B	230	Sranan	GRASI	16962	
grass-B	230	Swedish	grɛ:s	16169	
grass-B	230	Swedish_Up	GRAS	16369	
grass-B	230	Swedish_Vl	GRAS	16568	
grass-C	407	ALBANIAN	BARI	461	
grass-C	407	Albanian_C	BAR	650	
grass-C	407	Albanian_G	BAR	845	
grass-C	407	Albanian_K	BAAR	1037	
grass-C	407	Albanian_Standard	bar	30628	
grass-C	407	Albanian_T	BAR	1235	
grass-C	407	Albanian_Top	BAR	1435	
grass-D	593	Armenian_List	KHOD	1634	
grass-D	593	Armenian_Mod	χot	1824	
grass-D	593	Classical_Armenian	xot	28509	
grass-E	780	Assamese	ghãh	19110	
grass-E	780	Bengali	GHAS	2217	
grass-E	780	Gujarati	GHAS	7742	
grass-E	780	Hindi	GHAS	8118	
grass-E	780	Kashmiri	GASA	9105	
grass-E	780	Khaskura	GHAS	9297	
grass-E	780	Lahnda	GHA	9685	
grass-E	780	Marathi	'gəwət	11250	
grass-E	780	Marathi	gʰəs	25459	
grass-E	780	Nepali	GHAS	11450	
grass-E	780	Oriya	ghasɔ	22125	
grass-E	780	Sindhi	gaahu	22916	
grass-E	780	Urdu	ɡʰɑs	24354	
grass-F	884	Brazilian	ˈʁɾvɐ	2416	
grass-F	884	Catalan	'erßə	3990	
grass-F	884	Dolomite_Ladino	erba	31787	
grass-F	884	French	ɛʀb	5768	
grass-F	884	French_Creole_C	ZEB	5968	
grass-F	884	French_Creole_D	ZEB	6165	
grass-F	884	Friulian	jerbe	26227	
grass-F	884	Italian	'ɛrba	8905	
grass-F	884	Ladin	ERVA	9486	
grass-F	884	Latin	herba	20412	EXCLUDE
grass-F	884	Portuguese_ST	ˈɛɾvɐ	12811	
grass-F	884	Portuguese_ST	RELVA	25461	
grass-F	884	Provencal	ˈɛrβo	13011	
grass-F	884	Provencal	GERME	27014	
grass-F	884	Romansh	erva	26434	
grass-F	884	Rumanian_List	ˈjarbə	13408	
grass-F	884	Sardinian_C	ERBA	13999	
grass-F	884	Sardinian_L	ERBA	14199	
grass-F	884	Sardinian_N	ERVA	14398	
grass-F	884	Spanish	'jeɾβa	15970	
grass-F	884	Vlach	YERBE	17541	
grass-F	884	Walloon	JEBE	17907	
grass-G	1092	Breton_Se	GEAUT	2812	
grass-G	1092	Breton_ST	gɛwt	3010	
grass-G	1092	Cornish	gwels	19683	
grass-G	1092	Hittite	wēlku	20203	
grass-G	1092	Welsh_N	GLASWELLT	25472	
grass-G	1092	Welsh_N	GWELLT	18499	
grass-G	1092	Welsh_N	GWAIR	25473	
grass-H	1138	Bulgarian	trɛˈva	3207	
grass-H	1138	BULGARIAN_P	TREVA	3404	
grass-H	1138	Byelorussian	TRAVA	3599	
grass-H	1138	BYELORUSSIAN_P	TRAVA	3795	
grass-H	1138	Czech	traːva	4185	
grass-H	1138	Czech_E	TRAVA	4385	
grass-H	1138	CZECH_P	TRAVA	4580	
grass-H	1138	Lower_Sorbian	TSAWA	10479	
grass-H	1138	Macedonian	TREVA	10865	
grass-H	1138	MACEDONIAN_P	TREVKA	11055	
grass-H	1138	Old_Church_Slavonic	trava	21149	
grass-H	1138	Polish	ˈtrava	12419	
grass-H	1138	POLISH_P	TRAWA	12616	
grass-H	1138	Russian	tra'va	13608	
grass-H	1138	RUSSIAN_P	TRAVA	13805	
grass-H	1138	Serbian	trǎːʋa	22673	
grass-H	1138	Serbocroatian	TRAVA	14596	
grass-H	1138	SERBOCROATIAN_P	trǎːʋa	14793	
grass-H	1138	Slovak	TRAVA	15187	
grass-H	1138	SLOVAK_P	TRAVA	15384	
grass-H	1138	Slovenian	TRAVA	15579	
grass-H	1138	SLOVENIAN_P	TRAVA	15775	
grass-H	1138	Ukrainian	TRAVA	17157	
grass-H	1138	UKRAINIAN_P	TRAVA	17354	
grass-H	1138	Upper_Sorbian	TRAWA	10671	
grass-I	1490	Greek_D	CHORTO, CHORTARI	6753	
grass-I	1490	Greek_Md	CHORTARI, CHORTO	7148	
grass-I	1490	Greek_Ml	CHORTARI	7343	
grass-I	1490	Greek_Mod	xo̞rˈtari	7543	
grass-J	1576	Ancient_Greek	χλόη	18752	EXCLUDE
grass-J	1576	Greek_K	CHLOE	6951	
grass-J	1576	Latvian	zâle	20652	
grass-J	1576	Latvian	ZALE	9884	
grass-J	1576	Lithuanian_O	ZOLE	10083	
grass-J	1576	Lithuanian_ST	ʒo’lʲe:	10282	
grass-K	1710	Irish_A	FEAR	8513	
grass-K	1710	Irish_B	FEAR, FEIR	8709	
grass-K	1710	Old_Irish	fér	28200	
grass-K	1710	Scots_Gaelic	feur	23913	
grass-L	1995	Persian	ALAF	12220	LOAN
grass-L	1995	Shughni	alaf	29803	LOAN
grass-L	1995	Tadzik	ALAF	16768	LOAN
grass-M	2670	Tocharian_A	āti	23145	
grass-M	2670	Tocharian_B	atiyai	23329	
grass-N	2671	Gypsy_Gk	CAR	7929	
grass-N	2671	Marwari	charo	20889	
grass-N	2671	Panjabi_ST	KA	11833	
grass-N	2671	Sindhi	chhaachhari	22917	
grass-O	3263	Digor_Ossetic	kɐrdɐg	27346	
grass-O	3263	Iron_Ossetic	kɐrdɐg	27345	
grass-O	3263	Ossetic	kærdæɡ	11646	
grass-P	3599	Sariqoli	savʓi	30071	
grass-Q	3600	Sariqoli	qič	30070	
grass-R	3601	Baluchi	RENV, REM	2022	
green-A	49	Ancient_Greek	kʰlɔːrós	18755	
green-A	49	Bihari	həriyər	19380	
green-A	49	Breton_List	GLAS	24741	
green-A	49	Breton_Se	GLAS, GUERH	2813	
green-A	49	Breton_ST	'gla:s	3011	
green-A	49	Bulgarian	zɛˈlɛn	3208	
green-A	49	BULGARIAN_P	ZELEN	3405	
green-A	49	Byelorussian	ZJALENY	3600	
green-A	49	BYELORUSSIAN_P	Z AL ONY	3796	
green-A	49	Czech	zɛlɛniː	4186	
green-A	49	Czech_E	ZELENE	4386	
green-A	49	CZECH_P	ZELENY	4581	
green-A	49	Gaulish	glastum	30230	
green-A	49	Gypsy_Gk	ESILI	7930	LOAN
green-A	49	Irish_A	GLAS	8514	
green-A	49	Irish_B	ɡl̪ˠasˠ	8710	
green-A	49	Khaskura	HARIO	9298	
green-A	49	Kurdish	hêşîn	24667	
green-A	49	Latvian	ZALS	9885	
green-A	49	Latvian	zal ̜š	20653	
green-A	49	Lithuanian_O	ZALIAS	10084	
green-A	49	Lithuanian_ST	ZALIAS	10283	
green-A	49	Lower_Sorbian	ZELENY	10480	
green-A	49	Macedonian	ZELEN	10866	
green-A	49	MACEDONIAN_P	ZELEN	11056	
green-A	49	Manx	glass	31982	
green-A	49	Nepali	HARIYO	11451	
green-A	49	Old_Church_Slavonic	zelenŭ	21150	
green-A	49	Old_Irish	glas	29486	
green-A	49	Old_Prussian	saligan	21911	
green-A	49	Pashto	SIN	63	
green-A	49	Polish	ʑɛˈlɔnɨ	12420	
green-A	49	POLISH_P	ZIELONY	12617	
green-A	49	Russian	zʲe'lʲonɨj	13609	
green-A	49	RUSSIAN_P	ZEL ONYJ	13806	
green-A	49	Scots_Gaelic	glas	24036	
green-A	49	Serbian	zělen	22674	
green-A	49	Serbocroatian	ZELEN	14597	
green-A	49	SERBOCROATIAN_P	zělen	14794	
green-A	49	SLOVAK_P	ZELENY	15385	
green-A	49	Slovenian	ZELENO	15580	
green-A	49	SLOVENIAN_P	ZELEN	15776	
green-A	49	Sogdian	’xs’yn	29337	
green-A	49	Ukrainian	ZELENYJ	17158	
green-A	49	UKRAINIAN_P	ZELENYJ	17355	
green-A	49	Upper_Sorbian	ZELENY	10672	
green-A	49	Vedic_Sanskrit	háritas	22412	
green-A	49	Waziri	SHIN, ZARGHIN	18105	
green-B	231	Afrikaans	GROEN	263	
green-B	231	Danish	g̥ʁɶ̝n	4776	
green-B	231	Dutch_List	ɣrun	4976	
green-B	231	English	gri:n	5175	
green-B	231	Faroese	GRONUR	5374	
green-B	231	Flemish	GROEN	5570	
green-B	231	Frisian	gri.ən	6362	
green-B	231	German	gry:n	6554	
green-B	231	German_Munich	grün	30445	
green-B	231	Icelandic_ST	kraitn	8317	
green-B	231	Luxembourgish	gréng	24254	
green-B	231	Norwegian	ɡɾøn	13211	
green-B	231	Old_English	grēne	21395	
green-B	231	Old_High_German	gruoni	27953	
green-B	231	Old_Norse	grœnn	21648	
green-B	231	Pennsylvania_Dutch	GRIE	12029	
green-B	231	Schwyzerdutsch	grüen	29070	
green-B	231	Sranan	GROEN	16963	
green-B	231	Swedish	grøːn	16170	
green-B	231	Swedish_Up	GRON	16370	
green-B	231	Swedish_Vl	GRON	16569	
green-C	408	ALBANIAN	jeshil	462	LOAN
green-C	408	Albanian_G	jeshil	846	LOAN
green-C	408	Albanian_Standard	jeshil, jeshile	30774	LOAN
green-D	561	Albanian_T	gjelbër	1236	LOAN
green-D	561	Albanian_Top	gjelbër	1436	LOAN
green-E	594	Armenian_List	GANANCH	1635	
green-E	594	Armenian_Mod	kɑˈnɑʧʰ	1825	
green-E	594	Classical_Armenian	kanačʰ	28510	
green-F	705	Baluchi	SAVZ, MAUNSHAR	2023	
green-F	705	Bengali	SOBUJ	2218	LOAN
green-F	705	Kashmiri	SABAZ	24744	LOAN
green-F	705	Oriya	sagua	22126	LOAN
green-F	705	Persian	SABZ	12221	
green-F	705	Sariqoli	sovz	30073	
green-F	705	Shughni	savž	29805	
green-F	705	Tadzik	SABZ, KABUD	16769	
green-F	705	Wakhi	SUVZ	17723	
green-G	885	Albanian_C	VIRDHI	651	
green-G	885	Brazilian	VERDE (VER)	2417	
green-G	885	Breton_List	GWER	2613	
green-G	885	Breton_ST	'gwe:r	24740	
green-G	885	Catalan	bert	3991	
green-G	885	Cornish	gwe:r	19684	
green-G	885	Dolomite_Ladino	vért	31788	
green-G	885	French	vɛʀ	5769	
green-G	885	French_Creole_C	VE	5969	
green-G	885	French_Creole_D	VE	6166	
green-G	885	Friulian	vert	26228	
green-G	885	Italian	'verde	8906	
green-G	885	Ladin	VERD, VIERD	9487	
green-G	885	Latin	ˈwiridis	20413	
green-G	885	Portuguese_ST	ˈveɾdɨ	12812	
green-G	885	Provencal	VERT, ERDO	13012	
green-G	885	Romansh	verd	26435	
green-G	885	Rumanian_List	ˈverde	13409	
green-G	885	Sardinian_C	BIRDI	14000	
green-G	885	Sardinian_L	BIRDE	14200	
green-G	885	Sardinian_N	VIRDE	14399	
green-G	885	Spanish	'beɾðe	15971	
green-G	885	Vlach	VEARDE	17542	
green-G	885	Walloon	VERT	17908	
green-G	885	Welsh_C	GWYRDD	18300	
green-G	885	Welsh_N	ɡwɨrð	18500	
green-H	1491	Greek_D	PRASINOS	6754	
green-H	1491	Greek_K	PRASINOS	6952	
green-H	1491	Greek_Md	PRASINOS	7149	
green-H	1491	Greek_Ml	PRASINOS	7344	
green-H	1491	Greek_Mod	ˈprasiˌno̞s	7544	
green-I	1664	Hindi	HERA	8119	
green-I	1664	Lahnda	HERA	9686	
green-I	1664	Panjabi_ST	HERA	11834	
green-I	1664	Urdu	həɾɑ	24467	
green-J	1947	Marathi	'ɦiɾwa	11251	
green-K	2285	Irish_A	UAINE	24739	
green-K	2285	Irish_B	ˈuənʲə	24738	
green-K	2285	Manx	eayney	31983	
green-K	2285	Old_Irish	úaine	28201	
green-K	2285	Scots_Gaelic	ˈuənʲə	24037	
green-L	3166	Tocharian_A	motarci	23146	
green-L	3166	Tocharian_B	motartstse	23330	
green-M	3284	Digor_Ossetic	c'ɐχ	27348	
green-M	3284	Iron_Ossetic	c'ɐχ	27347	
green-M	3284	Ossetic	tsʲæχ	11647	
green-N	3313	Hittite	hahlawanz	20204	
green-N	3313	Luvian	hahhaluwantis	28855	
green-O	3595	Kurdish	kesk	24668	
green-P	3596	Zazaki	kiḥo	29570	
green-Q	3597	Zazaki	k̇ewi	29571	
green-R	3598	Shughni	xum	29806	
guts-A	50	Pashto	KULMA	64	
guts-A	50	Waziri	KULMA	18106	
guts-B	232	Afrikaans	DERM	25468	
guts-B	232	Danish	d̥ʰɑm	4777	
guts-B	232	Dutch_List	dɑrm	4977	
guts-B	232	Faroese	TARMAR	5375	
guts-B	232	Flemish	DARMEN	5571	
guts-B	232	German	gə'dɛrm	25469	
guts-B	232	Icelandic_ST	THARMAR	8318	
guts-B	232	Norwegian	TARMER	13212	
guts-B	232	Old_English	þearm	21397	
guts-B	232	Old_High_German	darm	27954	
guts-B	232	Old_Norse	Þarma	21649	
guts-B	232	Schwyzerdutsch	darm	29071	
guts-B	232	Swedish	tarm	16171	
guts-B	232	Swedish_Up	TARMAR	16371	
guts-B	232	Swedish_Vl	TORMA	16570	
guts-C	2674	Ancient_Greek	σπλάγχνα	18757	EXCLUDE
guts-C	2674	Greek_D	SPLACHNA	25464	
guts-C	2674	Greek_Mod	ˈsplaxna	26874	
guts-D	595	Armenian_List	AKHIK	1636	
guts-D	595	Armenian_Mod	ałik‘	1826	
guts-D	595	Old_Church_Slavonic	jelito	21153	
guts-D	595	Polish	jɛˈʎita	29392	
guts-D	595	POLISH_P	jɛˈʎita	12618	
guts-E	3202	Digor_Ossetic	artɐn	27350	
guts-E	3202	Iron_Ossetic	artɐnbyn	27349	
guts-F	1012	Breton_List	BOUZELLOU	2614	
guts-F	1012	Breton_Se	BOELLEU	2814	
guts-F	1012	Breton_ST	bu'zɛlɛn	3012	
guts-G	1139	Bulgarian	t͡ʃɛˈrva	3209	
guts-G	1139	BULGARIAN_P	CERVO	3406	
guts-G	1139	Czech_E	STREVA	4387	
guts-G	1139	CZECH_P	STREVO	4582	
guts-G	1139	Lower_Sorbian	CROWO	10481	
guts-G	1139	Macedonian	ˈt͡srɛva	27117	
guts-G	1139	MACEDONIAN_P	CREVO	11057	
guts-G	1139	SERBOCROATIAN_P	CREVO	14795	
guts-G	1139	SLOVAK_P	CREVO	15386	
guts-G	1139	Slovenian	CEJVA	15581	
guts-G	1139	SLOVENIAN_P	CREVO	15777	
guts-G	1139	Upper_Sorbian	CRJEWO	10673	
guts-H	1228	Byelorussian	KISKI	3601	
guts-H	1228	BYELORUSSIAN_P	KISKA	3797	
guts-H	1228	Polish	ˈkʲiʃkʲi	12421	
guts-H	1228	Russian	'kɨskɨ	13610	
guts-H	1228	RUSSIAN_P	KISKA	13807	
guts-H	1228	Ukrainian	KISKI	17159	
guts-H	1228	UKRAINIAN_P	KYSKA	17356	
guts-I	1263	Catalan	bu'ðeʎs	3992	
guts-I	1263	Dolomite_Ladino	budele	31789	
guts-I	1263	French	bwajo	5770	
guts-I	1263	French_Creole_D	BUDE	6167	
guts-I	1263	Friulian	budiel	26229	
guts-I	1263	Ladin	BOGL	9488	
guts-I	1263	Provencal	BUDEU, BOUIEU	13013	
guts-I	1263	Romansh	begl	26436	
guts-I	1263	Walloon	BOYE	17909	
guts-J	1283	Czech	vɲɪtr̝̊noscɪ	4187	
guts-J	1283	Polish	vnɛ̃tʃˈnɔɕʨi	26762	
guts-J	1283	Slovak	VNUTORNOSTI	15189	
guts-K	1588	Ancient_Greek	éntera	18756	
guts-K	1588	Bihari	ãt	19381	
guts-K	1588	Brazilian	ẽˈtɾɐɲɐs	2418	
guts-K	1588	Brazilian	ĩtesˈtʃinu	25470	
guts-K	1588	Classical_Armenian	ənderkʰ	28511	
guts-K	1588	Classical_Armenian	ałikʰ	28512	
guts-K	1588	Friulian	intestin	26595	
guts-K	1588	Greek_Ml	ANTERA	7345	
guts-K	1588	Greek_Mod	ANDERA	7545	
guts-K	1588	Gujarati	ANTERLA	7744	
guts-K	1588	Hindi	AT	8120	
guts-K	1588	Italian	intes'tino	8907	
guts-K	1588	Latin	intestina	20414	
guts-K	1588	Latin	viscera	20415	EXCLUDE
guts-K	1588	Marathi	atede	11252	
guts-K	1588	Nepali	ANRA	11452	
guts-K	1588	Old_Church_Slavonic	чрѣво	21152	
guts-K	1588	Old_Church_Slavonic	ѫтроба	21151	
guts-K	1588	Old_Norse	innyfli	21652	
guts-K	1588	Old_Norse	iðr	21651	
guts-K	1588	Oriya	ɔntɔ	22127	
guts-K	1588	Panjabi_ST	ANDER	11835	
guts-K	1588	Portuguese_ST	ẽˈtɾɐɲɐʃ	25471	
guts-K	1588	Proto-Indo-European	*enter-o-	23713	
guts-K	1588	Sardinian_L	INTESTINOS (M. PL.)	14201	
guts-K	1588	Sardinian_N	ENTRE	14400	
guts-K	1588	Serbocroatian	UTROBA	14598	
guts-K	1588	SERBOCROATIAN_P	ûtroba	27145	
guts-K	1588	Spanish	INTESTINO	15972	
guts-K	1588	Urdu	bəɽi ʔɑ̃t̪	24380	
guts-K	1588	Vedic_Sanskrit	āntrám	22413	
guts-L	1996	Baluchi	ROTH, RODH	2024	
guts-L	1996	Persian	RUDE	12222	
guts-L	1996	Tadzik	RUDA	16770	
guts-M	2068	Sardinian_C	MAZZAMINI	14001	
guts-M	2068	Vlach	MACE	17543	
guts-N	2672	ALBANIAN	ZORRET	463	
guts-N	2672	Albanian_C	ZOR	652	
guts-N	2672	Albanian_G	ZORRET	847	
guts-N	2672	Albanian_K	ZORE	1039	
guts-N	2672	Albanian_Standard	zorrë	30629	
guts-N	2672	Albanian_T	ZORE	1237	
guts-N	2672	Albanian_Top	ZORE	1437	
guts-N	2672	Faroese	GARNAR	25467	
guts-N	2672	Hittite	garates	20205	
guts-N	2672	Latvian	ZARNAS	9886	
guts-N	2672	Latvian	xar̂na	20654	
guts-N	2672	Lithuanian_ST	ZARNOS	25465	
guts-N	2672	Old_Norse	garnar	21650	
guts-O	2673	Afrikaans	INGEWAND	264	
guts-O	2673	German	'a‿ingəva‿idə	6555	
guts-O	2673	German_Munich	Eingeweide	30569	
guts-P	2676	English	gʌts	5176	
guts-P	2676	Old_English	guttas	21396	
guts-Q	2677	French_Creole_C	THWIP	5970	
guts-Q	2677	Luxembourgish	Träipen	24164	
guts-Q	2677	Portuguese_ST	TRIPAS	12813	
guts-Q	2677	Sranan	TRIPA	25466	
guts-R	3591	Sariqoli	darыn, darůn	30074	
guts-R	3591	Shughni	darūn	29807	
guts-R	3591	Waziri	LARMIN	25463	
guts-S	3592	Wakhi	SINGER	17724	
guts-T	3593	Tadzik	SLANG	25462	
guts-U	3594	Ossetic	tænɡ	11648	
guts-V	3943	Gypsy_Gk	PORA	7931	
guts-W	3944	Lahnda	HIMMET	9687	EXCLUDE
hair-A	3586	Shughni	tōr	29809	
hair-Aa	3825	Albanian_G	flok	848	LOAN
hair-Aa	3825	Albanian_Standard	flokë	30630	
hair-B	233	Afrikaans	HAAR, HARE	265	
hair-B	233	Danish	hɒ	4778	
hair-B	233	Dutch_List	har	4978	
hair-B	233	English	hɛə	5177	
hair-B	233	Faroese	HAR	5376	
hair-B	233	Flemish	HAIR, HAER	5572	
hair-B	233	Frisian	hi.ər	6363	
hair-B	233	German	ha:ɐ̯	6556	
hair-B	233	German_Munich	Haare	30446	
hair-B	233	Icelandic_ST	hauːr	8319	
hair-B	233	Luxembourgish	Hoer	24149	
hair-B	233	Norwegian	HAR	13213	
hair-B	233	Old_English	hǣr	21398	
hair-B	233	Old_High_German	hār	27955	
hair-B	233	Old_Norse	hár	21653	
hair-B	233	Pennsylvania_Dutch	HORR	12030	
hair-B	233	Schwyzerdutsch	haar	29072	
hair-B	233	Swedish	ho:r	16172	
hair-B	233	Swedish_Up	HAR	16372	
hair-B	233	Swedish_Vl	HAR	16571	
hair-C	410	ALBANIAN	qime	464	LOAN
hair-C	410	Albanian_G	qime	29221	LOAN
hair-C	410	Albanian_T	qime	29219	LOAN
hair-C	410	Albanian_Top	qime	29220	LOAN
hair-D	549	Albanian_K	lesh	1040	
hair-D	549	Albanian_T	lesh	1238	
hair-D	549	Albanian_Top	lesh	1438	
hair-E	596	Armenian_List	MAZ	1637	
hair-E	596	Armenian_Mod	mɑz	1827	LOAN
hair-E	596	Classical_Armenian	maz	31040	LOAN
hair-F	781	Gujarati	WAL	7745	
hair-F	781	Gypsy_Gk	BALA	7932	
hair-F	781	Hindi	BAL	8121	
hair-F	781	Kashmiri	MAS, RUM, WAL	9108	
hair-F	781	Lahnda	WAL	9688	
