LANGUAGE,GLOTTOCODE,CONCEPT,COGNATE
Ukrainian,ukra1253,SMOKE (EXHAUST),smoke_a
Upper_Sorbian,uppe1395,SMOKE (EXHAUST),smoke_a
Urdu,urdu1245,SMOKE (EXHAUST),smoke_a
Vedic_Sanskrit,sans1269,SMOKE (EXHAUST),smoke_a
Wakhi,wakh1245,SMOKE (EXHAUST),smoke_a
Walloon,wall1255,SMOKE (EXHAUST),smoke_a
Waziri,waci1238,SMOKE (EXHAUST),smoke_a
Welsh,wels1247,SMOKE (EXHAUST),smoke_e
Zazaki,kirm1248,SMOKE (EXHAUST),smoke_a
Adapazar,homs1234,SMOOTH,smooth_0
Afrikaans,afri1274,SMOOTH,smooth_b
Ancient_Greek,anci1242,SMOOTH,smooth_j
Arumanian,arom1237,SMOOTH,smooth_d
Arvanitika,arva1236,SMOOTH,smooth_k
Assamese,assa1263,SMOOTH,smooth_0
Baluchi,east2304,SMOOTH,smooth_e
Belarusian,bela1254,SMOOTH,smooth_b
Bengali,beng1280,SMOOTH,smooth_0
Bihari,biha1245,SMOOTH,smooth_h
Breton,bret1244,SMOOTH,smooth_j
Breton,bret1244,SMOOTH,smooth_r
Bulgarian,bulg1262,SMOOTH,smooth_b
Cagliari,sard1257,SMOOTH,smooth_d
Catalan,stan1289,SMOOTH,smooth_d
Classical_Armenian,clas1256,SMOOTH,smooth_0
Classical_Armenian,clas1256,SMOOTH,smooth_u
Cornish,corn1251,SMOOTH,smooth_0
Cornish,corn1251,SMOOTH,smooth_j
Czech,czec1258,SMOOTH,smooth_b
Danish,dani1285,SMOOTH,smooth_b
Digor_Ossetic,digo1242,SMOOTH,smooth_j
Dutch,cent2352,SMOOTH,smooth_b
Eastern_Armenian,nucl1235,SMOOTH,smooth_0
Eastern_Armenian,nucl1235,SMOOTH,smooth_u
English,stan1293,SMOOTH,smooth_q
Faroese,faro1244,SMOOTH,smooth_j
Flemish,cent2353,SMOOTH,smooth_b
Flemish,cent2353,SMOOTH,smooth_o
French,stan1290,SMOOTH,smooth_d
Frisian,fris1239,SMOOTH,smooth_b
Friulian,friu1240,SMOOTH,smooth_d
German,stan1295,SMOOTH,smooth_b
Gothic,goth1244,SMOOTH,smooth_j
Gujarati,guja1252,SMOOTH,smooth_0
Hindi,hind1269,SMOOTH,smooth_h
Hittite,hitt1242,SMOOTH,smooth_f
Icelandic,icel1247,SMOOTH,smooth_0
Icelandic,icel1247,SMOOTH,smooth_j
Irish,iris1253,SMOOTH,smooth_0
Irish,iris1253,SMOOTH,smooth_f
Irish,iris1253,SMOOTH,smooth_j
Italian,ital1282,SMOOTH,smooth_d
Italian,ital1282,SMOOTH,smooth_s
Kashmiri,kash1277,SMOOTH,smooth_0
Ladin,ladi1250,SMOOTH,smooth_t
Lahnda,lahn1241,SMOOTH,smooth_a
Latin,lati1261,SMOOTH,smooth_j
Latvian,latv1249,SMOOTH,smooth_b
Latvian,latv1249,SMOOTH,smooth_p
Lithuanian,lith1251,SMOOTH,smooth_0
Lower_Sorbian,lowe1385,SMOOTH,smooth_b
Luxembourgish,luxe1243,SMOOTH,smooth_b
Macedonian,mace1250,SMOOTH,smooth_i
Marathi,mara1378,SMOOTH,smooth_0
Marathi,mara1378,SMOOTH,smooth_h
Marathi,mara1378,SMOOTH,smooth_z
Modern_Greek,mode1248,SMOOTH,smooth_g
Nepali,nepa1254,SMOOTH,smooth_0
Norwegian,norw1258,SMOOTH,smooth_b
Norwegian,norw1258,SMOOTH,smooth_o
Nuorese,nuor1238,SMOOTH,smooth_s
Old_Church_Slavic,chur1257,SMOOTH,smooth_b
Old_English,olde1238,SMOOTH,smooth_q
Old_High_German,oldh1241,SMOOTH,smooth_0
Old_High_German,oldh1241,SMOOTH,smooth_j
Old_Irish,oldi1246,SMOOTH,smooth_0
Old_West_Norse,oldw1240,SMOOTH,smooth_j
Oriya,oriy1255,SMOOTH,smooth_0
Panjabi,panj1256,SMOOTH,smooth_0
Pashto,pash1269,SMOOTH,smooth_a
Pashto,pash1269,SMOOTH,smooth_l
Persian,west2369,SMOOTH,smooth_a
Polish,poli1260,SMOOTH,smooth_b
Portuguese,port1283,SMOOTH,smooth_d
Provencal,prov1235,SMOOTH,smooth_0
Provencal,prov1235,SMOOTH,smooth_s
Romani,roma1329,SMOOTH,smooth_n
Romanian,megl1237,SMOOTH,smooth_0
Romansh,roma1326,SMOOTH,smooth_t
Russian,russ1263,SMOOTH,smooth_b
Sariqoli,sari1246,SMOOTH,smooth_y
Scots_Gaelic,scot1245,SMOOTH,smooth_f
Serbian,sout1528,SMOOTH,smooth_b
Shughni,shug1248,SMOOTH,smooth_l
Shughni,shug1248,SMOOTH,smooth_x
Singhalese,sinh1246,SMOOTH,smooth_0
Slovak,slov1269,SMOOTH,smooth_b
Slovenian,slov1268,SMOOTH,smooth_b
Spanish,stan1288,SMOOTH,smooth_d
Swedish,swed1254,SMOOTH,smooth_b
Swedish,swed1254,SMOOTH,smooth_j
Swiss_German,swis1247,SMOOTH,smooth_b
Tajik,taji1245,SMOOTH,smooth_l
Tocharian_B,tokh1243,SMOOTH,smooth_0
Tosk,alba1268,SMOOTH,smooth_0
Ukrainian,ukra1253,SMOOTH,smooth_b
Upper_Sorbian,uppe1395,SMOOTH,smooth_b
Urdu,urdu1245,SMOOTH,smooth_l
Vedic_Sanskrit,sans1269,SMOOTH,smooth_0
Wakhi,wakh1245,SMOOTH,smooth_e
Wakhi,wakh1245,SMOOTH,smooth_l
Walloon,wall1255,SMOOTH,smooth_d
Waziri,waci1238,SMOOTH,smooth_w
Welsh,wels1247,SMOOTH,smooth_j
Zazaki,kirm1248,SMOOTH,smooth_v
Adapazar,homs1234,SNAKE,snake_d
Afrikaans,afri1274,SNAKE,snake_b
Ancient_Greek,anci1242,SNAKE,snake_0
Ancient_Greek,anci1242,SNAKE,snake_d
Ancient_Greek,anci1242,SNAKE,snake_e
Arumanian,arom1237,SNAKE,snake_0
Arvanitika,arva1236,SNAKE,snake_e
Assamese,assa1263,SNAKE,snake_0
Assamese,assa1263,SNAKE,snake_e
Avestan,aves1237,SNAKE,snake_d
Baluchi,east2304,SNAKE,snake_a
Belarusian,bela1254,SNAKE,snake_h
Bengali,beng1280,SNAKE,snake_e
Bihari,biha1245,SNAKE,snake_e
Breton,bret1244,SNAKE,snake_g
Bulgarian,bulg1262,SNAKE,snake_h
Cagliari,sard1257,SNAKE,snake_e
Catalan,stan1289,SNAKE,snake_e
Classical_Armenian,clas1256,SNAKE,snake_d
Cornish,corn1251,SNAKE,snake_0
Cornish,corn1251,SNAKE,snake_e
Cornish,corn1251,SNAKE,snake_g
Czech,czec1258,SNAKE,snake_i
Danish,dani1285,SNAKE,snake_b
Digor_Ossetic,digo1242,SNAKE,snake_r
Dutch,cent2352,SNAKE,snake_b
Eastern_Armenian,nucl1235,SNAKE,snake_d
English,stan1293,SNAKE,snake_j
Faroese,faro1244,SNAKE,snake_b
Faroese,faro1244,SNAKE,snake_k
Flemish,cent2353,SNAKE,snake_b
French,stan1290,SNAKE,snake_e
Frisian,fris1239,SNAKE,snake_b
Friulian,friu1240,SNAKE,snake_0
Friulian,friu1240,SNAKE,snake_e
German,stan1295,SNAKE,snake_b
Gothic,goth1244,SNAKE,snake_g
Gothic,goth1244,SNAKE,snake_k
Gujarati,guja1252,SNAKE,snake_e
Gujarati,guja1252,SNAKE,snake_l
Hindi,hind1269,SNAKE,snake_e
Icelandic,icel1247,SNAKE,snake_b
Icelandic,icel1247,SNAKE,snake_j
Icelandic,icel1247,SNAKE,snake_k
Irish,iris1253,SNAKE,snake_g
Italian,ital1282,SNAKE,snake_e
Kashmiri,kash1277,SNAKE,snake_e
Ladin,ladi1250,SNAKE,snake_e
Lahnda,lahn1241,SNAKE,snake_e
Latin,lati1261,SNAKE,snake_d
Latin,lati1261,SNAKE,snake_e
Latvian,latv1249,SNAKE,snake_p
Lithuanian,lith1251,SNAKE,snake_0
Lithuanian,lith1251,SNAKE,snake_m
Lower_Sorbian,lowe1385,SNAKE,snake_h
Luxembourgish,luxe1243,SNAKE,snake_b
Macedonian,mace1250,SNAKE,snake_h
Marathi,mara1378,SNAKE,snake_e
Marwari,marw1260,SNAKE,snake_e
Modern_Greek,mode1248,SNAKE,snake_d
Nepali,nepa1254,SNAKE,snake_e
Norwegian,norw1258,SNAKE,snake_k
Nuorese,nuor1238,SNAKE,snake_e
Old_Church_Slavic,chur1257,SNAKE,snake_h
Old_English,olde1238,SNAKE,snake_g
Old_English,olde1238,SNAKE,snake_j
Old_English,olde1238,SNAKE,snake_k
Old_High_German,oldh1241,SNAKE,snake_0
Old_High_German,oldh1241,SNAKE,snake_b
Old_High_German,oldh1241,SNAKE,snake_k
Old_Irish,oldi1246,SNAKE,snake_g
Old_Prussian,prus1238,SNAKE,snake_d
Old_West_Norse,oldw1240,SNAKE,snake_g
Old_West_Norse,oldw1240,SNAKE,snake_k
Oriya,oriy1255,SNAKE,snake_e
Panjabi,panj1256,SNAKE,snake_e
Pashto,pash1269,SNAKE,snake_a
Persian,west2369,SNAKE,snake_a
Polish,poli1260,SNAKE,snake_d
Portuguese,port1283,SNAKE,snake_e
Portuguese,port1283,SNAKE,snake_f
Provencal,prov1235,SNAKE,snake_e
Romani,roma1329,SNAKE,snake_e
Romanian,megl1237,SNAKE,snake_e
Romansh,roma1326,SNAKE,snake_e
Russian,russ1263,SNAKE,snake_h
Sariqoli,sari1246,SNAKE,snake_t
Scots_Gaelic,scot1245,SNAKE,snake_g
Serbian,sout1528,SNAKE,snake_h
Shughni,shug1248,SNAKE,snake_a
Shughni,shug1248,SNAKE,snake_t
Sindhi,sind1272,SNAKE,snake_0
Sindhi,sind1272,SNAKE,snake_e
Singhalese,sinh1246,SNAKE,snake_l
Slovak,slov1269,SNAKE,snake_i
Slovenian,slov1268,SNAKE,snake_0
Sogdian,sogd1245,SNAKE,snake_q
Spanish,stan1288,SNAKE,snake_e
Spanish,stan1288,SNAKE,snake_f
Swedish,swed1254,SNAKE,snake_k
Swiss_German,swis1247,SNAKE,snake_b
Tajik,taji1245,SNAKE,snake_a
Tocharian_A,tokh1242,SNAKE,snake_n
Tocharian_B,tokh1243,SNAKE,snake_0
Tocharian_B,tokh1243,SNAKE,snake_n
Tosk,alba1268,SNAKE,snake_e
Ukrainian,ukra1253,SNAKE,snake_i
Upper_Sorbian,uppe1395,SNAKE,snake_h
Urdu,urdu1245,SNAKE,snake_e
Vedic_Sanskrit,sans1269,SNAKE,snake_d
Wakhi,wakh1245,SNAKE,snake_s
Walloon,wall1255,SNAKE,snake_e
Waziri,waci1238,SNAKE,snake_a
Welsh,wels1247,SNAKE,snake_g
Zazaki,kirm1248,SNAKE,snake_a
Adapazar,homs1234,SNOW,snow_d
Afrikaans,afri1274,SNOW,snow_b
Ancient_Greek,anci1242,SNOW,snow_d
Arumanian,arom1237,SNOW,snow_b
Arvanitika,arva1236,SNOW,snow_c
Assamese,assa1263,SNOW,snow_a
Avestan,aves1237,SNOW,snow_a
Baluchi,east2304,SNOW,snow_a
Belarusian,bela1254,SNOW,snow_b
Bengali,beng1280,SNOW,snow_a
Bihari,biha1245,SNOW,snow_a
Breton,bret1244,SNOW,snow_e
Bulgarian,bulg1262,SNOW,snow_b
Cagliari,sard1257,SNOW,snow_b
Catalan,stan1289,SNOW,snow_b
Classical_Armenian,clas1256,SNOW,snow_d
Cornish,corn1251,SNOW,snow_e
Czech,czec1258,SNOW,snow_b
Danish,dani1285,SNOW,snow_b
Digor_Ossetic,digo1242,SNOW,snow_f
Dutch,cent2352,SNOW,snow_b
Eastern_Armenian,nucl1235,SNOW,snow_d
English,stan1293,SNOW,snow_b
Faroese,faro1244,SNOW,snow_0
Flemish,cent2353,SNOW,snow_b
French,stan1290,SNOW,snow_b
Frisian,fris1239,SNOW,snow_b
Friulian,friu1240,SNOW,snow_b
German,stan1295,SNOW,snow_b
Gothic,goth1244,SNOW,snow_b
Gujarati,guja1252,SNOW,snow_a
Hindi,hind1269,SNOW,snow_a
Icelandic,icel1247,SNOW,snow_b
Irish,iris1253,SNOW,snow_b
Italian,ital1282,SNOW,snow_b
Kashmiri,kash1277,SNOW,snow_d
Ladin,ladi1250,SNOW,snow_b
Lahnda,lahn1241,SNOW,snow_a
Latin,lati1261,SNOW,snow_b
Latvian,latv1249,SNOW,snow_b
Lithuanian,lith1251,SNOW,snow_b
Lower_Sorbian,lowe1385,SNOW,snow_b
Luxembourgish,luxe1243,SNOW,snow_b
Macedonian,mace1250,SNOW,snow_b
Marathi,mara1378,SNOW,snow_a
Marathi,mara1378,SNOW,snow_d
Modern_Greek,mode1248,SNOW,snow_d
Nepali,nepa1254,SNOW,snow_d
Norwegian,norw1258,SNOW,snow_b
Nuorese,nuor1238,SNOW,snow_0
Old_Church_Slavic,chur1257,SNOW,snow_b
Old_English,olde1238,SNOW,snow_b
Old_High_German,oldh1241,SNOW,snow_b
Old_Irish,oldi1246,SNOW,snow_b
Old_Prussian,prus1238,SNOW,snow_b
Old_West_Norse,oldw1240,SNOW,snow_b
Oriya,oriy1255,SNOW,snow_0
Oriya,oriy1255,SNOW,snow_a
Panjabi,panj1256,SNOW,snow_a
Pashto,pash1269,SNOW,snow_a
Persian,west2369,SNOW,snow_a
Polish,poli1260,SNOW,snow_b
Portuguese,port1283,SNOW,snow_b
Provencal,prov1235,SNOW,snow_b
Romani,roma1329,SNOW,snow_d
Romanian,megl1237,SNOW,snow_c
Romansh,roma1326,SNOW,snow_b
Russian,russ1263,SNOW,snow_b
Sariqoli,sari1246,SNOW,snow_d
Scots_Gaelic,scot1245,SNOW,snow_b
Serbian,sout1528,SNOW,snow_b
Shughni,shug1248,SNOW,snow_g
Shughni,shug1248,SNOW,snow_h
Sindhi,sind1272,SNOW,snow_a
Singhalese,sinh1246,SNOW,snow_d
Slovak,slov1269,SNOW,snow_b
Slovenian,slov1268,SNOW,snow_b
Sogdian,sogd1245,SNOW,snow_a
Spanish,stan1288,SNOW,snow_b
Swedish,swed1254,SNOW,snow_b
Swiss_German,swis1247,SNOW,snow_b
Tajik,taji1245,SNOW,snow_a
Tocharian_B,tokh1243,SNOW,snow_0
Tosk,alba1268,SNOW,snow_c
Ukrainian,ukra1253,SNOW,snow_b
Upper_Sorbian,uppe1395,SNOW,snow_b
Urdu,urdu1245,SNOW,snow_a
Vedic_Sanskrit,sans1269,SNOW,snow_d
Wakhi,wakh1245,SNOW,snow_d
Walloon,wall1255,SNOW,snow_b
Waziri,waci1238,SNOW,snow_a
Welsh,wels1247,SNOW,snow_e
Zazaki,kirm1248,SNOW,snow_a
Afrikaans,afri1274,SOME,some_0
Afrikaans,afri1274,SOME,some_s
Afrikaans,afri1274,SOME,some_t
Ancient_Greek,anci1242,SOME,some_l
Arumanian,arom1237,SOME,some_0
Arvanitika,arva1236,SOME,some_c
Assamese,assa1263,SOME,some_l
Baluchi,east2304,SOME,some_0
Belarusian,bela1254,SOME,some_a
Bengali,beng1280,SOME,some_l
Bihari,biha1245,SOME,some_l
Bihari,biha1245,SOME,some_o
Bulgarian,bulg1262,SOME,some_a
Bulgarian,bulg1262,SOME,some_l
Cagliari,sard1257,SOME,some_w
Catalan,stan1289,SOME,some_l
Catalan,stan1289,SOME,some_t
Classical_Armenian,clas1256,SOME,some_0
Cornish,corn1251,SOME,some_a
Cornish,corn1251,SOME,some_d
Cornish,corn1251,SOME,some_l
Czech,czec1258,SOME,some_a
Czech,czec1258,SOME,some_l
Danish,dani1285,SOME,some_b
Digor_Ossetic,digo1242,SOME,some_v
Dutch,cent2352,SOME,some_s
Dutch,cent2352,SOME,some_t
Eastern_Armenian,nucl1235,SOME,some_0
English,stan1293,SOME,some_s
Faroese,faro1244,SOME,some_b
Flemish,cent2353,SOME,some_s
Flemish,cent2353,SOME,some_t
French,stan1290,SOME,some_l
Frisian,fris1239,SOME,some_0
Friulian,friu1240,SOME,some_l
Friulian,friu1240,SOME,some_w
German,stan1295,SOME,some_0
Gothic,goth1244,SOME,some_s
Gujarati,guja1252,SOME,some_0
Gujarati,guja1252,SOME,some_o
Hindi,hind1269,SOME,some_l
Hittite,hitt1242,SOME,some_l
Icelandic,icel1247,SOME,some_b
Irish,iris1253,SOME,some_e
Irish,iris1253,SOME,some_h
Italian,ital1282,SOME,some_l
Italian,ital1282,SOME,some_t
Ladin,ladi1250,SOME,some_l
Ladin,ladi1250,SOME,some_w
Lahnda,lahn1241,SOME,some_l
Latin,lati1261,SOME,some_l
Latvian,latv1249,SOME,some_0
Latvian,latv1249,SOME,some_r
Lithuanian,lith1251,SOME,some_f
Lower_Sorbian,lowe1385,SOME,some_a
Lower_Sorbian,lowe1385,SOME,some_l
Luxembourgish,luxe1243,SOME,some_u
Macedonian,mace1250,SOME,some_0
Macedonian,mace1250,SOME,some_a
Macedonian,mace1250,SOME,some_l
Marathi,mara1378,SOME,some_l
Marwari,marw1260,SOME,some_l
Modern_Greek,mode1248,SOME,some_0
Modern_Greek,mode1248,SOME,some_m
Nepali,nepa1254,SOME,some_l
Norwegian,norw1258,SOME,some_b
Nuorese,nuor1238,SOME,some_l
Old_Church_Slavic,chur1257,SOME,some_0
Old_Church_Slavic,chur1257,SOME,some_a
Old_Church_Slavic,chur1257,SOME,some_l
Old_English,olde1238,SOME,some_s
Old_High_German,oldh1241,SOME,some_s
Old_Irish,oldi1246,SOME,some_0
Old_Prussian,prus1238,SOME,some_0
Old_West_Norse,oldw1240,SOME,some_b
Old_West_Norse,oldw1240,SOME,some_s
Oriya,oriy1255,SOME,some_l
Panjabi,panj1256,SOME,some_l
Pashto,pash1269,SOME,some_0
Persian,west2369,SOME,some_g
Polish,poli1260,SOME,some_l
Polish,poli1260,SOME,some_q
Portuguese,port1283,SOME,some_l
Portuguese,port1283,SOME,some_t
Provencal,prov1235,SOME,some_l
Romani,roma1329,SOME,some_x
Romanian,megl1237,SOME,some_0
Romansh,roma1326,SOME,some_0
Russian,russ1263,SOME,some_a
Sariqoli,sari1246,SOME,some_0
Scots_Gaelic,scot1245,SOME,some_0
Serbian,sout1528,SOME,some_a
Shughni,shug1248,SOME,some_0
Singhalese,sinh1246,SOME,some_0
Slovak,slov1269,SOME,some_a
Slovak,slov1269,SOME,some_l
Slovenian,slov1268,SOME,some_0
Spanish,stan1288,SOME,some_l
Spanish,stan1288,SOME,some_t
Swedish,swed1254,SOME,some_b
Swiss_German,swis1247,SOME,some_u
Tajik,taji1245,SOME,some_k
Tocharian_A,tokh1242,SOME,some_i
Tocharian_B,tokh1243,SOME,some_i
Tosk,alba1268,SOME,some_c
Ukrainian,ukra1253,SOME,some_0
Ukrainian,ukra1253,SOME,some_p
Ukrainian,ukra1253,SOME,some_q
Upper_Sorbian,uppe1395,SOME,some_a
Upper_Sorbian,uppe1395,SOME,some_l
Urdu,urdu1245,SOME,some_l
Vedic_Sanskrit,sans1269,SOME,some_l
Wakhi,wakh1245,SOME,some_k
Walloon,wall1255,SOME,some_l
Waziri,waci1238,SOME,some_0
Welsh,wels1247,SOME,some_h
Zazaki,kirm1248,SOME,some_0
Adapazar,homs1234,SPIT,spit_ac
Afrikaans,afri1274,SPIT,spit_ac
Ancient_Greek,anci1242,SPIT,spit_ac
Arumanian,arom1237,SPIT,spit_ac
Arvanitika,arva1236,SPIT,spit_ac
Assamese,assa1263,SPIT,spit_g
Avestan,aves1237,SPIT,spit_ac
Baluchi,east2304,SPIT,spit_a
Belarusian,bela1254,SPIT,spit_ac
Bengali,beng1280,SPIT,spit_0
Bengali,beng1280,SPIT,spit_g
Bihari,biha1245,SPIT,spit_g
Breton,bret1244,SPIT,spit_ac
Breton,bret1244,SPIT,spit_e
Bulgarian,bulg1262,SPIT,spit_ac
Cagliari,sard1257,SPIT,spit_ac
Catalan,stan1289,SPIT,spit_0
Catalan,stan1289,SPIT,spit_ac
Classical_Armenian,clas1256,SPIT,spit_ac
Cornish,corn1251,SPIT,spit_0
Czech,czec1258,SPIT,spit_ac
Danish,dani1285,SPIT,spit_ac
Digor_Ossetic,digo1242,SPIT,spit_h
Dutch,cent2352,SPIT,spit_ac
Eastern_Armenian,nucl1235,SPIT,spit_ac
English,stan1293,SPIT,spit_ac
Faroese,faro1244,SPIT,spit_ac
Flemish,cent2353,SPIT,spit_ac
French,stan1290,SPIT,spit_f
Frisian,fris1239,SPIT,spit_ac
Friulian,friu1240,SPIT,spit_ac
German,stan1295,SPIT,spit_ac
Gothic,goth1244,SPIT,spit_ac
Gujarati,guja1252,SPIT,spit_0
Hindi,hind1269,SPIT,spit_g
Hittite,hitt1242,SPIT,spit_0
Icelandic,icel1247,SPIT,spit_ac
Irish,iris1253,SPIT,spit_0
Italian,ital1282,SPIT,spit_ac
Kashmiri,kash1277,SPIT,spit_g
Ladin,ladi1250,SPIT,spit_ac
Ladin,ladi1250,SPIT,spit_f
Lahnda,lahn1241,SPIT,spit_g
Latin,lati1261,SPIT,spit_ac
Latvian,latv1249,SPIT,spit_ac
Lithuanian,lith1251,SPIT,spit_ac
Lower_Sorbian,lowe1385,SPIT,spit_ac
Luxembourgish,luxe1243,SPIT,spit_ac
Macedonian,mace1250,SPIT,spit_ac
Marathi,mara1378,SPIT,spit_g
Modern_Greek,mode1248,SPIT,spit_ac
Nepali,nepa1254,SPIT,spit_g
Norwegian,norw1258,SPIT,spit_ac
Nuorese,nuor1238,SPIT,spit_i
Old_Church_Slavic,chur1257,SPIT,spit_ac
Old_English,olde1238,SPIT,spit_ac
Old_High_German,oldh1241,SPIT,spit_ac
Old_Irish,oldi1246,SPIT,spit_0
Old_Prussian,prus1238,SPIT,spit_0
Old_West_Norse,oldw1240,SPIT,spit_ac
Oriya,oriy1255,SPIT,spit_0
Panjabi,panj1256,SPIT,spit_g
Pashto,pash1269,SPIT,spit_a
Persian,west2369,SPIT,spit_h
Polish,poli1260,SPIT,spit_ac
Portuguese,port1283,SPIT,spit_ac
Provencal,prov1235,SPIT,spit_ac
Provencal,prov1235,SPIT,spit_m
Romani,roma1329,SPIT,spit_d
Romanian,megl1237,SPIT,spit_ac
Romansh,roma1326,SPIT,spit_ac
Russian,russ1263,SPIT,spit_ac
Sariqoli,sari1246,SPIT,spit_h
Scots_Gaelic,scot1245,SPIT,spit_0
Serbian,sout1528,SPIT,spit_ac
Shughni,shug1248,SPIT,spit_h
Singhalese,sinh1246,SPIT,spit_0
Slovak,slov1269,SPIT,spit_ac
Slovenian,slov1268,SPIT,spit_ac
Sogdian,sogd1245,SPIT,spit_b
Spanish,stan1288,SPIT,spit_ac
Swedish,swed1254,SPIT,spit_ac
Swiss_German,swis1247,SPIT,spit_ac
Tajik,taji1245,SPIT,spit_h
Tocharian_B,tokh1243,SPIT,spit_ac
Tosk,alba1268,SPIT,spit_ac
Ukrainian,ukra1253,SPIT,spit_ac
Upper_Sorbian,uppe1395,SPIT,spit_ac
Urdu,urdu1245,SPIT,spit_g
Vedic_Sanskrit,sans1269,SPIT,spit_ac
Wakhi,wakh1245,SPIT,spit_c
Walloon,wall1255,SPIT,spit_0
Waziri,waci1238,SPIT,spit_a
Welsh,wels1247,SPIT,spit_l
Adapazar,homs1234,SPLIT,split_0
Adapazar,homs1234,SPLIT,split_f
Afrikaans,afri1274,SPLIT,split_a
Afrikaans,afri1274,SPLIT,split_q
Ancient_Greek,anci1242,SPLIT,split_0
Ancient_Greek,anci1242,SPLIT,split_l
Ancient_Greek,anci1242,SPLIT,split_m
Arumanian,arom1237,SPLIT,split_0
Arvanitika,arva1236,SPLIT,split_f
Assamese,assa1263,SPLIT,split_ab
Avestan,aves1237,SPLIT,split_t
Baluchi,east2304,SPLIT,split_u
Belarusian,bela1254,SPLIT,split_h
Bengali,beng1280,SPLIT,split_d
Bihari,biha1245,SPLIT,split_c
Breton,bret1244,SPLIT,split_f
Bulgarian,bulg1262,SPLIT,split_m
Cagliari,sard1257,SPLIT,split_0
Catalan,stan1289,SPLIT,split_0
Classical_Armenian,clas1256,SPLIT,split_0
Cornish,corn1251,SPLIT,split_f
Czech,czec1258,SPLIT,split_h
Danish,dani1285,SPLIT,split_i
Digor_Ossetic,digo1242,SPLIT,split_s
Dutch,cent2352,SPLIT,split_a
Eastern_Armenian,nucl1235,SPLIT,split_0
English,stan1293,SPLIT,split_a
Faroese,faro1244,SPLIT,split_i
Flemish,cent2353,SPLIT,split_a
French,stan1290,SPLIT,split_e
Frisian,fris1239,SPLIT,split_a
Frisian,fris1239,SPLIT,split_n
Friulian,friu1240,SPLIT,split_0
German,stan1295,SPLIT,split_n
Gothic,goth1244,SPLIT,split_0
Hindi,hind1269,SPLIT,split_c
Hittite,hitt1242,SPLIT,split_f
Icelandic,icel1247,SPLIT,split_i
Irish,iris1253,SPLIT,split_f
Italian,ital1282,SPLIT,split_e
Italian,ital1282,SPLIT,split_r
Kashmiri,kash1277,SPLIT,split_d
Ladin,ladi1250,SPLIT,split_e
Lahnda,lahn1241,SPLIT,split_0
Latin,lati1261,SPLIT,split_e
Latin,lati1261,SPLIT,split_m
Latvian,latv1249,SPLIT,split_f
Lithuanian,lith1251,SPLIT,split_f
Lower_Sorbian,lowe1385,SPLIT,split_g
Luxembourgish,luxe1243,SPLIT,split_q
Macedonian,mace1250,SPLIT,split_m
Marathi,mara1378,SPLIT,split_0
Marathi,mara1378,SPLIT,split_c
Marathi,mara1378,SPLIT,split_d
Modern_Greek,mode1248,SPLIT,split_m
Nepali,nepa1254,SPLIT,split_c
Nepali,nepa1254,SPLIT,split_d
Norwegian,norw1258,SPLIT,split_i
Nuorese,nuor1238,SPLIT,split_r
Old_Church_Slavic,chur1257,SPLIT,split_m
Old_English,olde1238,SPLIT,split_i
Old_High_German,oldh1241,SPLIT,split_0
Old_Irish,oldi1246,SPLIT,split_0
Old_Prussian,prus1238,SPLIT,split_n
Old_West_Norse,oldw1240,SPLIT,split_i
Oriya,oriy1255,SPLIT,split_0
Oriya,oriy1255,SPLIT,split_ab
Oriya,oriy1255,SPLIT,split_c
Panjabi,panj1256,SPLIT,split_0
Panjabi,panj1256,SPLIT,split_c
Pashto,pash1269,SPLIT,split_y
Persian,west2369,SPLIT,split_w
Polish,poli1260,SPLIT,split_0
Polish,poli1260,SPLIT,split_h
Portuguese,port1283,SPLIT,split_e
Portuguese,port1283,SPLIT,split_o
Provencal,prov1235,SPLIT,split_e
Provencal,prov1235,SPLIT,split_r
Romani,roma1329,SPLIT,split_m
Romanian,megl1237,SPLIT,split_0
Romansh,roma1326,SPLIT,split_e
Russian,russ1263,SPLIT,split_p
Scots_Gaelic,scot1245,SPLIT,split_f
Serbian,sout1528,SPLIT,split_q
Sindhi,sind1272,SPLIT,split_c
Singhalese,sinh1246,SPLIT,split_d
Slovak,slov1269,SPLIT,split_h
Slovenian,slov1268,SPLIT,split_m
Sogdian,sogd1245,SPLIT,split_aa
Spanish,stan1288,SPLIT,split_0
Spanish,stan1288,SPLIT,split_e
Spanish,stan1288,SPLIT,split_o
Swedish,swed1254,SPLIT,split_a
Swiss_German,swis1247,SPLIT,split_n
Tajik,taji1245,SPLIT,split_a
Tajik,taji1245,SPLIT,split_aa
Tocharian_A,tokh1242,SPLIT,split_k
Tocharian_B,tokh1243,SPLIT,split_k
Tosk,alba1268,SPLIT,split_0
Ukrainian,ukra1253,SPLIT,split_0
Upper_Sorbian,uppe1395,SPLIT,split_g
Urdu,urdu1245,SPLIT,split_c
Vedic_Sanskrit,sans1269,SPLIT,split_e
Walloon,wall1255,SPLIT,split_0
Walloon,wall1255,SPLIT,split_e
Waziri,waci1238,SPLIT,split_x
Welsh,wels1247,SPLIT,split_f
Zazaki,kirm1248,SPLIT,split_v
Afrikaans,afri1274,SQUEEZE,squeeze_a
Ancient_Greek,anci1242,SQUEEZE,squeeze_0
