LANGUAGE,GLOTTOCODE,CONCEPT,COGNATE
Lithuanian,lith1251,HOW,how_b
Lower_Sorbian,lowe1385,HOW,how_b
Luxembourgish,luxe1243,HOW,how_b
Macedonian,mace1250,HOW,how_b
Marathi,mara1378,HOW,how_b
Marwari,marw1260,HOW,how_b
Modern_Greek,mode1248,HOW,how_b
Nepali,nepa1254,HOW,how_b
Norwegian,norw1258,HOW,how_b
Nuorese,nuor1238,HOW,how_b
Old_Church_Slavic,chur1257,HOW,how_b
Old_Church_Slavic,chur1257,HOW,how_d
Old_English,olde1238,HOW,how_b
Old_High_German,oldh1241,HOW,how_b
Old_Irish,oldi1246,HOW,how_b
Old_Prussian,prus1238,HOW,how_b
Old_West_Norse,oldw1240,HOW,how_b
Oriya,oriy1255,HOW,how_b
Panjabi,panj1256,HOW,how_b
Pashto,pash1269,HOW,how_b
Persian,west2369,HOW,how_b
Polish,poli1260,HOW,how_d
Portuguese,port1283,HOW,how_b
Provencal,prov1235,HOW,how_b
Romani,roma1329,HOW,how_0
Romanian,megl1237,HOW,how_b
Romansh,roma1326,HOW,how_b
Russian,russ1263,HOW,how_b
Sariqoli,sari1246,HOW,how_b
Scots_Gaelic,scot1245,HOW,how_b
Serbian,sout1528,HOW,how_b
Shughni,shug1248,HOW,how_0
Shughni,shug1248,HOW,how_b
Sindhi,sind1272,HOW,how_b
Singhalese,sinh1246,HOW,how_b
Slovak,slov1269,HOW,how_d
Slovenian,slov1268,HOW,how_b
Sogdian,sogd1245,HOW,how_b
Spanish,stan1288,HOW,how_b
Swedish,swed1254,HOW,how_b
Swiss_German,swis1247,HOW,how_b
Tajik,taji1245,HOW,how_b
Tocharian_A,tokh1242,HOW,how_e
Tocharian_B,tokh1243,HOW,how_e
Tosk,alba1268,HOW,how_b
Ukrainian,ukra1253,HOW,how_d
Upper_Sorbian,uppe1395,HOW,how_b
Urdu,urdu1245,HOW,how_b
Vedic_Sanskrit,sans1269,HOW,how_b
Wakhi,wakh1245,HOW,how_a
Wakhi,wakh1245,HOW,how_b
Walloon,wall1255,HOW,how_b
Waziri,waci1238,HOW,how_b
Welsh,wels1247,HOW,how_g
Zazaki,kirm1248,HOW,how_0
Zazaki,kirm1248,HOW,how_b
Adapazar,homs1234,HUNT,hunt_d
Afrikaans,afri1274,HUNT,hunt_b
Ancient_Greek,anci1242,HUNT,hunt_0
Arvanitika,arva1236,HUNT,hunt_c
Assamese,assa1263,HUNT,hunt_0
Assamese,assa1263,HUNT,hunt_a
Baluchi,east2304,HUNT,hunt_a
Belarusian,bela1254,HUNT,hunt_f
Bengali,beng1280,HUNT,hunt_a
Bihari,biha1245,HUNT,hunt_0
Bihari,biha1245,HUNT,hunt_a
Breton,bret1244,HUNT,hunt_e
Bulgarian,bulg1262,HUNT,hunt_f
Cagliari,sard1257,HUNT,hunt_e
Catalan,stan1289,HUNT,hunt_e
Classical_Armenian,clas1256,HUNT,hunt_d
Cornish,corn1251,HUNT,hunt_e
Cornish,corn1251,HUNT,hunt_k
Czech,czec1258,HUNT,hunt_f
Danish,dani1285,HUNT,hunt_b
Digor_Ossetic,digo1242,HUNT,hunt_p
Dutch,cent2352,HUNT,hunt_b
Eastern_Armenian,nucl1235,HUNT,hunt_d
English,stan1293,HUNT,hunt_h
Faroese,faro1244,HUNT,hunt_i
Flemish,cent2353,HUNT,hunt_b
French,stan1290,HUNT,hunt_e
Frisian,fris1239,HUNT,hunt_b
Friulian,friu1240,HUNT,hunt_e
German,stan1295,HUNT,hunt_b
Gothic,goth1244,HUNT,hunt_0
Gothic,goth1244,HUNT,hunt_h
Gujarati,guja1252,HUNT,hunt_a
Hindi,hind1269,HUNT,hunt_a
Hittite,hitt1242,HUNT,hunt_0
Icelandic,icel1247,HUNT,hunt_i
Irish,iris1253,HUNT,hunt_o
Italian,ital1282,HUNT,hunt_e
Kashmiri,kash1277,HUNT,hunt_a
Ladin,ladi1250,HUNT,hunt_e
Lahnda,lahn1241,HUNT,hunt_a
Latin,lati1261,HUNT,hunt_n
Latvian,latv1249,HUNT,hunt_l
Lithuanian,lith1251,HUNT,hunt_l
Lower_Sorbian,lowe1385,HUNT,hunt_f
Luxembourgish,luxe1243,HUNT,hunt_b
Macedonian,mace1250,HUNT,hunt_f
Marathi,mara1378,HUNT,hunt_a
Modern_Greek,mode1248,HUNT,hunt_0
Modern_Greek,mode1248,HUNT,hunt_j
Nepali,nepa1254,HUNT,hunt_0
Nepali,nepa1254,HUNT,hunt_a
Norwegian,norw1258,HUNT,hunt_b
Nuorese,nuor1238,HUNT,hunt_e
Old_Church_Slavic,chur1257,HUNT,hunt_f
Old_English,olde1238,HUNT,hunt_h
Old_High_German,oldh1241,HUNT,hunt_b
Old_High_German,oldh1241,HUNT,hunt_i
Old_Irish,oldi1246,HUNT,hunt_0
Old_Prussian,prus1238,HUNT,hunt_l
Old_West_Norse,oldw1240,HUNT,hunt_i
Oriya,oriy1255,HUNT,hunt_0
Oriya,oriy1255,HUNT,hunt_a
Panjabi,panj1256,HUNT,hunt_a
Pashto,pash1269,HUNT,hunt_a
Persian,west2369,HUNT,hunt_a
Polish,poli1260,HUNT,hunt_f
Portuguese,port1283,HUNT,hunt_e
Provencal,prov1235,HUNT,hunt_e
Romani,roma1329,HUNT,hunt_t
Romanian,megl1237,HUNT,hunt_n
Romansh,roma1326,HUNT,hunt_e
Russian,russ1263,HUNT,hunt_m
Scots_Gaelic,scot1245,HUNT,hunt_k
Serbian,sout1528,HUNT,hunt_f
Shughni,shug1248,HUNT,hunt_s
Singhalese,sinh1246,HUNT,hunt_0
Slovak,slov1269,HUNT,hunt_g
Slovenian,slov1268,HUNT,hunt_b
Spanish,stan1288,HUNT,hunt_e
Swedish,swed1254,HUNT,hunt_b
Swiss_German,swis1247,HUNT,hunt_b
Tajik,taji1245,HUNT,hunt_a
Tocharian_B,tokh1243,HUNT,hunt_0
Tosk,alba1268,HUNT,hunt_c
Ukrainian,ukra1253,HUNT,hunt_f
Upper_Sorbian,uppe1395,HUNT,hunt_f
Urdu,urdu1245,HUNT,hunt_a
Vedic_Sanskrit,sans1269,HUNT,hunt_0
Walloon,wall1255,HUNT,hunt_e
Waziri,waci1238,HUNT,hunt_a
Welsh,wels1247,HUNT,hunt_k
Zazaki,kirm1248,HUNT,hunt_q
Zazaki,kirm1248,HUNT,hunt_r
Adapazar,homs1234,HUSBAND,husband_d
Afrikaans,afri1274,HUSBAND,husband_b
Afrikaans,afri1274,HUSBAND,husband_v
Ancient_Greek,anci1242,HUSBAND,husband_i
Ancient_Greek,anci1242,HUSBAND,husband_p
Arumanian,arom1237,HUSBAND,husband_n
Arvanitika,arva1236,HUSBAND,husband_c
Arvanitika,arva1236,HUSBAND,husband_r
Assamese,assa1263,HUSBAND,husband_0
Assamese,assa1263,HUSBAND,husband_p
Avestan,aves1237,HUSBAND,husband_p
Baluchi,east2304,HUSBAND,husband_e
Belarusian,bela1254,HUSBAND,husband_0
Bengali,beng1280,HUSBAND,husband_f
Bihari,biha1245,HUSBAND,husband_0
Bihari,biha1245,HUSBAND,husband_f
Bihari,biha1245,HUSBAND,husband_y
Breton,bret1244,HUSBAND,husband_g
Bulgarian,bulg1262,HUSBAND,husband_u
Cagliari,sard1257,HUSBAND,husband_e
Catalan,stan1289,HUSBAND,husband_e
Catalan,stan1289,HUSBAND,husband_s
Catalan,stan1289,HUSBAND,husband_t
Classical_Armenian,clas1256,HUSBAND,husband_i
Cornish,corn1251,HUSBAND,husband_j
Czech,czec1258,HUSBAND,husband_b
Danish,dani1285,HUSBAND,husband_b
Digor_Ossetic,digo1242,HUSBAND,husband_w
Dutch,cent2352,HUSBAND,husband_v
Eastern_Armenian,nucl1235,HUSBAND,husband_d
English,stan1293,HUSBAND,husband_h
English,stan1293,HUSBAND,husband_o
Faroese,faro1244,HUSBAND,husband_b
Faroese,faro1244,HUSBAND,husband_h
Flemish,cent2353,HUSBAND,husband_b
Flemish,cent2353,HUSBAND,husband_v
Flemish,cent2353,HUSBAND,husband_x
French,stan1290,HUSBAND,husband_e
Frisian,fris1239,HUSBAND,husband_b
Friulian,friu1240,HUSBAND,husband_e
Friulian,friu1240,HUSBAND,husband_t
German,stan1295,HUSBAND,husband_0
German,stan1295,HUSBAND,husband_b
German,stan1295,HUSBAND,husband_v
Gothic,goth1244,HUSBAND,husband_0
Gujarati,guja1252,HUSBAND,husband_ab
Gujarati,guja1252,HUSBAND,husband_p
Hindi,hind1269,HUSBAND,husband_p
Hittite,hitt1242,HUSBAND,husband_0
Icelandic,icel1247,HUSBAND,husband_b
Irish,iris1253,HUSBAND,husband_j
Italian,ital1282,HUSBAND,husband_e
Italian,ital1282,HUSBAND,husband_s
Kashmiri,kash1277,HUSBAND,husband_k
Kashmiri,kash1277,HUSBAND,husband_z
Ladin,ladi1250,HUSBAND,husband_e
Lahnda,lahn1241,HUSBAND,husband_0
Latin,lati1261,HUSBAND,husband_e
Latvian,latv1249,HUSBAND,husband_j
Lithuanian,lith1251,HUSBAND,husband_j
Lower_Sorbian,lowe1385,HUSBAND,husband_b
Luxembourgish,luxe1243,HUSBAND,husband_b
Macedonian,mace1250,HUSBAND,husband_b
Macedonian,mace1250,HUSBAND,husband_u
Marathi,mara1378,HUSBAND,husband_0
Marwari,marw1260,HUSBAND,husband_0
Modern_Greek,mode1248,HUSBAND,husband_i
Nepali,nepa1254,HUSBAND,husband_l
Nepali,nepa1254,HUSBAND,husband_p
Nepali,nepa1254,HUSBAND,husband_q
Norwegian,norw1258,HUSBAND,husband_b
Nuorese,nuor1238,HUSBAND,husband_e
Old_Church_Slavic,chur1257,HUSBAND,husband_b
Old_English,olde1238,HUSBAND,husband_j
Old_High_German,oldh1241,HUSBAND,husband_b
Old_Irish,oldi1246,HUSBAND,husband_j
Old_Prussian,prus1238,HUSBAND,husband_j
Old_West_Norse,oldw1240,HUSBAND,husband_b
Old_West_Norse,oldw1240,HUSBAND,husband_j
Old_West_Norse,oldw1240,HUSBAND,husband_o
Oriya,oriy1255,HUSBAND,husband_f
Oriya,oriy1255,HUSBAND,husband_p
Oriya,oriy1255,HUSBAND,husband_y
Panjabi,panj1256,HUSBAND,husband_p
Pashto,pash1269,HUSBAND,husband_a
Persian,west2369,HUSBAND,husband_m
Polish,poli1260,HUSBAND,husband_0
Polish,poli1260,HUSBAND,husband_b
Portuguese,port1283,HUSBAND,husband_e
Portuguese,port1283,HUSBAND,husband_s
Provencal,prov1235,HUSBAND,husband_e
Provencal,prov1235,HUSBAND,husband_t
Romani,roma1329,HUSBAND,husband_k
Romanian,megl1237,HUSBAND,husband_0
Romanian,megl1237,HUSBAND,husband_n
Romansh,roma1326,HUSBAND,husband_0
Romansh,roma1326,HUSBAND,husband_t
Russian,russ1263,HUSBAND,husband_b
Sariqoli,sari1246,HUSBAND,husband_aa
Scots_Gaelic,scot1245,HUSBAND,husband_j
Serbian,sout1528,HUSBAND,husband_b
Serbian,sout1528,HUSBAND,husband_u
Shughni,shug1248,HUSBAND,husband_aa
Sindhi,sind1272,HUSBAND,husband_p
Sindhi,sind1272,HUSBAND,husband_z
Singhalese,sinh1246,HUSBAND,husband_f
Slovak,slov1269,HUSBAND,husband_b
Slovenian,slov1268,HUSBAND,husband_b
Sogdian,sogd1245,HUSBAND,husband_j
Spanish,stan1288,HUSBAND,husband_e
Spanish,stan1288,HUSBAND,husband_s
Swedish,swed1254,HUSBAND,husband_0
Swedish,swed1254,HUSBAND,husband_b
Swedish,swed1254,HUSBAND,husband_h
Swiss_German,swis1247,HUSBAND,husband_b
Tajik,taji1245,HUSBAND,husband_m
Tocharian_A,tokh1242,HUSBAND,husband_p
Tocharian_B,tokh1243,HUSBAND,husband_p
Tosk,alba1268,HUSBAND,husband_r
Ukrainian,ukra1253,HUSBAND,husband_0
Ukrainian,ukra1253,HUSBAND,husband_b
Upper_Sorbian,uppe1395,HUSBAND,husband_b
Urdu,urdu1245,HUSBAND,husband_0
Vedic_Sanskrit,sans1269,HUSBAND,husband_p
Vedic_Sanskrit,sans1269,HUSBAND,husband_z
Wakhi,wakh1245,HUSBAND,husband_m
Walloon,wall1255,HUSBAND,husband_t
Waziri,waci1238,HUSBAND,husband_0
Waziri,waci1238,HUSBAND,husband_a
Welsh,wels1247,HUSBAND,husband_j
Zazaki,kirm1248,HUSBAND,husband_e
Adapazar,homs1234,I,i_a
Afrikaans,afri1274,I,i_a
Ancient_Greek,anci1242,I,i_a
Arumanian,arom1237,I,i_a
Arvanitika,arva1236,I,i_a
Assamese,assa1263,I,i_a
Avestan,aves1237,I,i_a
Baluchi,east2304,I,i_a
Belarusian,bela1254,I,i_a
Bengali,beng1280,I,i_a
Bihari,biha1245,I,i_a
Breton,bret1244,I,i_a
Bulgarian,bulg1262,I,i_a
Cagliari,sard1257,I,i_a
Catalan,stan1289,I,i_a
Classical_Armenian,clas1256,I,i_a
Cornish,corn1251,I,i_a
Czech,czec1258,I,i_a
Danish,dani1285,I,i_a
Digor_Ossetic,digo1242,I,i_a
Dutch,cent2352,I,i_a
Eastern_Armenian,nucl1235,I,i_a
English,stan1293,I,i_a
Faroese,faro1244,I,i_a
Flemish,cent2353,I,i_a
French,stan1290,I,i_a
Frisian,fris1239,I,i_a
Friulian,friu1240,I,i_a
German,stan1295,I,i_a
Gothic,goth1244,I,i_a
Gujarati,guja1252,I,i_a
Hindi,hind1269,I,i_a
Hittite,hitt1242,I,i_a
Icelandic,icel1247,I,i_a
Irish,iris1253,I,i_a
Italian,ital1282,I,i_a
Kashmiri,kash1277,I,i_b
Kurdish,kurd1259,I,i_a
Ladin,ladi1250,I,i_a
Lahnda,lahn1241,I,i_a
Latin,lati1261,I,i_a
Latvian,latv1249,I,i_a
Lithuanian,lith1251,I,i_a
Lower_Sorbian,lowe1385,I,i_a
Luxembourgish,luxe1243,I,i_a
Macedonian,mace1250,I,i_a
Marathi,mara1378,I,i_a
Marwari,marw1260,I,i_a
Modern_Greek,mode1248,I,i_a
Nepali,nepa1254,I,i_a
Norwegian,norw1258,I,i_a
Nuorese,nuor1238,I,i_a
Old_Church_Slavic,chur1257,I,i_a
Old_English,olde1238,I,i_a
Old_High_German,oldh1241,I,i_a
Old_Irish,oldi1246,I,i_0
Old_Irish,oldi1246,I,i_a
Old_Prussian,prus1238,I,i_a
Old_West_Norse,oldw1240,I,i_a
Oriya,oriy1255,I,i_a
Panjabi,panj1256,I,i_a
Pashto,pash1269,I,i_a
Persian,west2369,I,i_a
Polish,poli1260,I,i_a
Portuguese,port1283,I,i_a
Provencal,prov1235,I,i_a
Romani,roma1329,I,i_a
Romanian,megl1237,I,i_a
Romansh,roma1326,I,i_a
Russian,russ1263,I,i_a
Sariqoli,sari1246,I,i_a
Scots_Gaelic,scot1245,I,i_a
Serbian,sout1528,I,i_a
Shughni,shug1248,I,i_a
Sindhi,sind1272,I,i_a
Singhalese,sinh1246,I,i_a
Slovak,slov1269,I,i_a
Slovenian,slov1268,I,i_a
Sogdian,sogd1245,I,i_a
Spanish,stan1288,I,i_a
Swedish,swed1254,I,i_a
Swiss_German,swis1247,I,i_a
Tajik,taji1245,I,i_a
Tocharian_A,tokh1242,I,i_a
Tocharian_B,tokh1243,I,i_a
Tosk,alba1268,I,i_a
Ukrainian,ukra1253,I,i_a
Upper_Sorbian,uppe1395,I,i_a
Urdu,urdu1245,I,i_a
Vedic_Sanskrit,sans1269,I,i_a
Wakhi,wakh1245,I,i_a
Walloon,wall1255,I,i_a
Waziri,waci1238,I,i_a
Welsh,wels1247,I,i_c
Zazaki,kirm1248,I,i_a
Adapazar,homs1234,ICE,ice_d
Afrikaans,afri1274,ICE,ice_b
Ancient_Greek,anci1242,ICE,ice_0
Arumanian,arom1237,ICE,ice_g
Arvanitika,arva1236,ICE,ice_c
Assamese,assa1263,ICE,ice_f
Avestan,aves1237,ICE,ice_b
Baluchi,east2304,ICE,ice_f
Belarusian,bela1254,ICE,ice_i
Bengali,beng1280,ICE,ice_f
Bihari,biha1245,ICE,ice_f
Breton,bret1244,ICE,ice_h
Bulgarian,bulg1262,ICE,ice_i
Cagliari,sard1257,ICE,ice_g
Catalan,stan1289,ICE,ice_g
Classical_Armenian,clas1256,ICE,ice_d
Cornish,corn1251,ICE,ice_g
Cornish,corn1251,ICE,ice_p
Czech,czec1258,ICE,ice_i
Danish,dani1285,ICE,ice_b
Digor_Ossetic,digo1242,ICE,ice_b
Dutch,cent2352,ICE,ice_b
Eastern_Armenian,nucl1235,ICE,ice_d
English,stan1293,ICE,ice_b
Faroese,faro1244,ICE,ice_b
Flemish,cent2353,ICE,ice_b
French,stan1290,ICE,ice_g
Frisian,fris1239,ICE,ice_b
Friulian,friu1240,ICE,ice_g
German,stan1295,ICE,ice_b
Gothic,goth1244,ICE,ice_b
Gujarati,guja1252,ICE,ice_f
Hindi,hind1269,ICE,ice_f
Hittite,hitt1242,ICE,ice_k
Icelandic,icel1247,ICE,ice_b
Irish,iris1253,ICE,ice_k
Italian,ital1282,ICE,ice_g
Kashmiri,kash1277,ICE,ice_0
Ladin,ladi1250,ICE,ice_g
Lahnda,lahn1241,ICE,ice_f
Latin,lati1261,ICE,ice_g
Latvian,latv1249,ICE,ice_i
Lithuanian,lith1251,ICE,ice_i
Lower_Sorbian,lowe1385,ICE,ice_i
Luxembourgish,luxe1243,ICE,ice_b
Macedonian,mace1250,ICE,ice_a
Macedonian,mace1250,ICE,ice_i
Marathi,mara1378,ICE,ice_f
Marwari,marw1260,ICE,ice_f
Modern_Greek,mode1248,ICE,ice_j
Nepali,nepa1254,ICE,ice_m
Norwegian,norw1258,ICE,ice_b
Nuorese,nuor1238,ICE,ice_0
Old_Church_Slavic,chur1257,ICE,ice_i
Old_English,olde1238,ICE,ice_b
Old_High_German,oldh1241,ICE,ice_b
Old_Irish,oldi1246,ICE,ice_k
Old_Prussian,prus1238,ICE,ice_i
Old_West_Norse,oldw1240,ICE,ice_b
Oriya,oriy1255,ICE,ice_f
Panjabi,panj1256,ICE,ice_f
Pashto,pash1269,ICE,ice_k
Persian,west2369,ICE,ice_k
Polish,poli1260,ICE,ice_i
Portuguese,port1283,ICE,ice_g
Provencal,prov1235,ICE,ice_g
Romani,roma1329,ICE,ice_0
Romanian,megl1237,ICE,ice_g
Romansh,roma1326,ICE,ice_g
Russian,russ1263,ICE,ice_i
Scots_Gaelic,scot1245,ICE,ice_k
Serbian,sout1528,ICE,ice_i
Shughni,shug1248,ICE,ice_0
Sindhi,sind1272,ICE,ice_f
Singhalese,sinh1246,ICE,ice_m
Slovak,slov1269,ICE,ice_i
Slovenian,slov1268,ICE,ice_i
Sogdian,sogd1245,ICE,ice_k
Spanish,stan1288,ICE,ice_g
Swedish,swed1254,ICE,ice_b
Swiss_German,swis1247,ICE,ice_b
Tajik,taji1245,ICE,ice_k
Tosk,alba1268,ICE,ice_c
Ukrainian,ukra1253,ICE,ice_i
Upper_Sorbian,uppe1395,ICE,ice_i
Urdu,urdu1245,ICE,ice_f
Vedic_Sanskrit,sans1269,ICE,ice_m
Wakhi,wakh1245,ICE,ice_k
Walloon,wall1255,ICE,ice_g
Waziri,waci1238,ICE,ice_0
Welsh,wels1247,ICE,ice_k
Welsh,wels1247,ICE,ice_p
Adapazar,homs1234,IF,if_w
Afrikaans,afri1274,IF,if_0
Afrikaans,afri1274,IF,if_b
Ancient_Greek,anci1242,IF,if_m
Ancient_Greek,anci1242,IF,if_q
Arumanian,arom1237,IF,if_l
Arvanitika,arva1236,IF,if_0
Assamese,assa1263,IF,if_n
Assamese,assa1263,IF,if_p
Avestan,aves1237,IF,if_p
Baluchi,east2304,IF,if_e
Belarusian,bela1254,IF,if_t
Bengali,beng1280,IF,if_p
Bihari,biha1245,IF,if_e
Bihari,biha1245,IF,if_n
Bihari,biha1245,IF,if_p
Breton,bret1244,IF,if_h
Bulgarian,bulg1262,IF,if_r
Cagliari,sard1257,IF,if_g
Catalan,stan1289,IF,if_g
Classical_Armenian,clas1256,IF,if_w
Cornish,corn1251,IF,if_0
Cornish,corn1251,IF,if_h
Czech,czec1258,IF,if_i
Danish,dani1285,IF,if_j
Digor_Ossetic,digo1242,IF,if_a
Dutch,cent2352,IF,if_b
Eastern_Armenian,nucl1235,IF,if_0
English,stan1293,IF,if_r
Faroese,faro1244,IF,if_j
Faroese,faro1244,IF,if_k
French,stan1290,IF,if_g
Frisian,fris1239,IF,if_0
Frisian,fris1239,IF,if_r
Friulian,friu1240,IF,if_g
German,stan1295,IF,if_u
Gothic,goth1244,IF,if_r
Gujarati,guja1252,IF,if_p
Hindi,hind1269,IF,if_e
Hindi,hind1269,IF,if_p
Hittite,hitt1242,IF,if_0
Icelandic,icel1247,IF,if_r
Irish,iris1253,IF,if_h
Italian,ital1282,IF,if_g
Kashmiri,kash1277,IF,if_0
Kashmiri,kash1277,IF,if_p
Ladin,ladi1250,IF,if_g
Lahnda,lahn1241,IF,if_p
Latin,lati1261,IF,if_g
Latvian,latv1249,IF,if_s
Lithuanian,lith1251,IF,if_s
Lithuanian,lith1251,IF,if_u
Lower_Sorbian,lowe1385,IF,if_i
Luxembourgish,luxe1243,IF,if_u
Macedonian,mace1250,IF,if_r
Marathi,mara1378,IF,if_p
Marwari,marw1260,IF,if_p
Modern_Greek,mode1248,IF,if_0
Modern_Greek,mode1248,IF,if_m
Nepali,nepa1254,IF,if_p
Norwegian,norw1258,IF,if_j
Nuorese,nuor1238,IF,if_g
Old_Church_Slavic,chur1257,IF,if_0
Old_English,olde1238,IF,if_r
Old_High_German,oldh1241,IF,if_0
Old_High_German,oldh1241,IF,if_r
Old_Irish,oldi1246,IF,if_h
Old_Prussian,prus1238,IF,if_0
Old_West_Norse,oldw1240,IF,if_r
Oriya,oriy1255,IF,if_p
Panjabi,panj1256,IF,if_e
Panjabi,panj1256,IF,if_p
Pashto,pash1269,IF,if_a
Persian,west2369,IF,if_e
Polish,poli1260,IF,if_i
Portuguese,port1283,IF,if_g
Provencal,prov1235,IF,if_g
Romani,roma1329,IF,if_n
Romanian,megl1237,IF,if_l
Romansh,roma1326,IF,if_g
Russian,russ1263,IF,if_i
Sariqoli,sari1246,IF,if_e
Scots_Gaelic,scot1245,IF,if_0
Scots_Gaelic,scot1245,IF,if_h
Serbian,sout1528,IF,if_r
Shughni,shug1248,IF,if_e
Sindhi,sind1272,IF,if_p
Singhalese,sinh1246,IF,if_n
Slovak,slov1269,IF,if_f
Slovak,slov1269,IF,if_r
Slovak,slov1269,IF,if_u
Slovenian,slov1268,IF,if_0
Sogdian,sogd1245,IF,if_y
Spanish,stan1288,IF,if_g
Swedish,swed1254,IF,if_0
Swedish,swed1254,IF,if_k
Swedish,swed1254,IF,if_v
Swiss_German,swis1247,IF,if_u
Tajik,taji1245,IF,if_e
Tocharian_A,tokh1242,IF,if_u
Tocharian_B,tokh1243,IF,if_0
Tosk,alba1268,IF,if_c
Ukrainian,ukra1253,IF,if_r
Ukrainian,ukra1253,IF,if_t
Upper_Sorbian,uppe1395,IF,if_i
Urdu,urdu1245,IF,if_e
Vedic_Sanskrit,sans1269,IF,if_p
Wakhi,wakh1245,IF,if_e
Walloon,wall1255,IF,if_g
Waziri,waci1238,IF,if_a
Welsh,wels1247,IF,if_o
Zazaki,kirm1248,IF,if_aa
Zazaki,kirm1248,IF,if_ab
Zazaki,kirm1248,IF,if_ac
Zazaki,kirm1248,IF,if_ad
Zazaki,kirm1248,IF,if_e
Adapazar,homs1234,IN,in_d
Afrikaans,afri1274,IN,in_e
Ancient_Greek,anci1242,IN,in_e
Arumanian,arom1237,IN,in_e
Arvanitika,arva1236,IN,in_c
Arvanitika,arva1236,IN,in_e
Assamese,assa1263,IN,in_h
Baluchi,east2304,IN,in_q
Belarusian,bela1254,IN,in_f
Bengali,beng1280,IN,in_e
Bihari,biha1245,IN,in_h
Bihari,biha1245,IN,in_w
Breton,bret1244,IN,in_e
Bulgarian,bulg1262,IN,in_e
Cagliari,sard1257,IN,in_e
Catalan,stan1289,IN,in_0
Catalan,stan1289,IN,in_e
Catalan,stan1289,IN,in_k
Catalan,stan1289,IN,in_m
Catalan,stan1289,IN,in_v
Classical_Armenian,clas1256,IN,in_e
Cornish,corn1251,IN,in_e
Czech,czec1258,IN,in_e
Danish,dani1285,IN,in_e
Digor_Ossetic,digo1242,IN,in_0
Digor_Ossetic,digo1242,IN,in_o
Dutch,cent2352,IN,in_0
Dutch,cent2352,IN,in_e
Dutch,cent2352,IN,in_j
Dutch,cent2352,IN,in_l
Dutch,cent2352,IN,in_m
Eastern_Armenian,nucl1235,IN,in_0
Eastern_Armenian,nucl1235,IN,in_d
English,stan1293,IN,in_e
Faroese,faro1244,IN,in_e
Flemish,cent2353,IN,in_e
Flemish,cent2353,IN,in_j
Flemish,cent2353,IN,in_l
French,stan1290,IN,in_e
French,stan1290,IN,in_k
Frisian,fris1239,IN,in_e
Friulian,friu1240,IN,in_e
German,stan1295,IN,in_e
Gothic,goth1244,IN,in_e
Gujarati,guja1252,IN,in_e
Gujarati,guja1252,IN,in_w
Hindi,hind1269,IN,in_e
Hindi,hind1269,IN,in_w
Hittite,hitt1242,IN,in_e
Icelandic,icel1247,IN,in_e
Irish,iris1253,IN,in_0
Irish,iris1253,IN,in_e
Italian,ital1282,IN,in_e
Kashmiri,kash1277,IN,in_w
Ladin,ladi1250,IN,in_e
Lahnda,lahn1241,IN,in_e
Latin,lati1261,IN,in_e
Latvian,latv1249,IN,in_e
Lithuanian,lith1251,IN,in_e
Lower_Sorbian,lowe1385,IN,in_e
Luxembourgish,luxe1243,IN,in_e
Macedonian,mace1250,IN,in_e
Marathi,mara1378,IN,in_i
Marathi,mara1378,IN,in_w
Marwari,marw1260,IN,in_w
Modern_Greek,mode1248,IN,in_g
Nepali,nepa1254,IN,in_w
Norwegian,norw1258,IN,in_e
Nuorese,nuor1238,IN,in_e
Old_Church_Slavic,chur1257,IN,in_e
Old_English,olde1238,IN,in_e
Old_High_German,oldh1241,IN,in_e
Old_Irish,oldi1246,IN,in_e
Old_Prussian,prus1238,IN,in_e
Old_West_Norse,oldw1240,IN,in_e
Oriya,oriy1255,IN,in_h
Panjabi,panj1256,IN,in_e
Pashto,pash1269,IN,in_a
Persian,west2369,IN,in_n
Polish,poli1260,IN,in_e
Portuguese,port1283,IN,in_e
Provencal,prov1235,IN,in_e
Provencal,prov1235,IN,in_k
Romani,roma1329,IN,in_e
Romanian,megl1237,IN,in_e
Romansh,roma1326,IN,in_e
Russian,russ1263,IN,in_e
Sariqoli,sari1246,IN,in_n
Scots_Gaelic,scot1245,IN,in_e
Serbian,sout1528,IN,in_f
Shughni,shug1248,IN,in_n
Sindhi,sind1272,IN,in_e
Sindhi,sind1272,IN,in_w
Singhalese,sinh1246,IN,in_i
Slovak,slov1269,IN,in_e
Slovenian,slov1268,IN,in_0
Sogdian,sogd1245,IN,in_a
Spanish,stan1288,IN,in_e
Swedish,swed1254,IN,in_0
Swedish,swed1254,IN,in_e
Swiss_German,swis1247,IN,in_e
Tajik,taji1245,IN,in_0
Tajik,taji1245,IN,in_n
Tocharian_A,tokh1242,IN,in_p
Tocharian_B,tokh1243,IN,in_p
Tosk,alba1268,IN,in_e
Ukrainian,ukra1253,IN,in_0
Ukrainian,ukra1253,IN,in_e
Ukrainian,ukra1253,IN,in_f
Upper_Sorbian,uppe1395,IN,in_e
Urdu,urdu1245,IN,in_e
Urdu,urdu1245,IN,in_w
Vedic_Sanskrit,sans1269,IN,in_e
Vedic_Sanskrit,sans1269,IN,in_w
Walloon,wall1255,IN,in_e
Walloon,wall1255,IN,in_k
Waziri,waci1238,IN,in_a
Welsh,wels1247,IN,in_e
Zazaki,kirm1248,IN,in_n
Adapazar,homs1234,KILL,kill_d
Afrikaans,afri1274,KILL,kill_t
