DOCULECT,GLOTTOCODE,CONCEPT,CONCEPTICON_GLOSS,CONCEPTICON_ID,COGNATE
Provencal,prov1235,rotten,ROTTEN,1728,rotten_0
Provencal,prov1235,rotten,ROTTEN,1728,rotten_o
Romani,roma1329,rotten,ROTTEN,1728,rotten_q
Romanian,megl1237,rotten,ROTTEN,1728,rotten_o
Romansh,roma1326,rotten,ROTTEN,1728,rotten_p
Russian,russ1263,rotten,ROTTEN,1728,rotten_f
Sariqoli,sari1246,rotten,ROTTEN,1728,rotten_o
Scots_Gaelic,scot1245,rotten,ROTTEN,1728,rotten_0
Scots_Gaelic,scot1245,rotten,ROTTEN,1728,rotten_d
Serbian,sout1528,rotten,ROTTEN,1728,rotten_0
Serbian,sout1528,rotten,ROTTEN,1728,rotten_f
Singhalese,sinh1246,rotten,ROTTEN,1728,rotten_0
Slovak,slov1269,rotten,ROTTEN,1728,rotten_f
Slovenian,slov1268,rotten,ROTTEN,1728,rotten_0
Sogdian,sogd1245,rotten,ROTTEN,1728,rotten_o
Spanish,stan1288,rotten,ROTTEN,1728,rotten_o
Swedish,swed1254,rotten,ROTTEN,1728,rotten_b
Swiss_German,swis1247,rotten,ROTTEN,1728,rotten_0
Tajik,taji1245,rotten,ROTTEN,1728,rotten_o
Tocharian_B,tokh1243,rotten,ROTTEN,1728,rotten_o
Tosk,alba1268,rotten,ROTTEN,1728,rotten_c
Ukrainian,ukra1253,rotten,ROTTEN,1728,rotten_f
Upper_Sorbian,uppe1395,rotten,ROTTEN,1728,rotten_f
Urdu,urdu1245,rotten,ROTTEN,1728,rotten_0
Vedic_Sanskrit,sans1269,rotten,ROTTEN,1728,rotten_o
Wakhi,wakh1245,rotten,ROTTEN,1728,rotten_o
Walloon,wall1255,rotten,ROTTEN,1728,rotten_o
Waziri,waci1238,rotten,ROTTEN,1728,rotten_a
Welsh,wels1247,rotten,ROTTEN,1728,rotten_l
Ancient_Greek,anci1242,round,ROUND,1395,round_0
Arvanitika,arva1236,round,ROUND,1395,round_l
Assamese,assa1263,round,ROUND,1395,round_0
Avestan,aves1237,round,ROUND,1395,round_j
Bihari,biha1245,round,ROUND,1395,round_h
Breton,bret1244,round,ROUND,1395,round_b
Classical_Armenian,clas1256,round,ROUND,1395,round_i
Cornish,corn1251,round,ROUND,1395,round_0
Cornish,corn1251,round,ROUND,1395,round_b
Czech,czec1258,round,ROUND,1395,round_b
Danish,dani1285,round,ROUND,1395,round_a
Dutch,cent2352,round,ROUND,1395,round_a
Eastern_Armenian,nucl1235,round,ROUND,1395,round_0
English,stan1293,round,ROUND,1395,round_a
French,stan1290,round,ROUND,1395,round_a
Friulian,friu1240,round,ROUND,1395,round_a
German,stan1295,round,ROUND,1395,round_a
Gothic,goth1244,round,ROUND,1395,round_0
Hindi,hind1269,round,ROUND,1395,round_h
Irish,iris1253,round,ROUND,1395,round_b
Italian,ital1282,round,ROUND,1395,round_a
Kurdish,kurd1259,round,ROUND,1395,round_k
Latin,lati1261,round,ROUND,1395,round_a
Latvian,latv1249,round,ROUND,1395,round_e
Lithuanian,lith1251,round,ROUND,1395,round_0
Lithuanian,lith1251,round,ROUND,1395,round_e
Luxembourgish,luxe1243,round,ROUND,1395,round_a
Nepali,nepa1254,round,ROUND,1395,round_h
Norwegian,norw1258,round,ROUND,1395,round_a
Old_Church_Slavic,chur1257,round,ROUND,1395,round_b
Old_English,olde1238,round,ROUND,1395,round_c
Old_English,olde1238,round,ROUND,1395,round_d
Old_High_German,oldh1241,round,ROUND,1395,round_d
Old_Irish,oldi1246,round,ROUND,1395,round_b
Old_West_Norse,oldw1240,round,ROUND,1395,round_b
Old_West_Norse,oldw1240,round,ROUND,1395,round_d
Old_West_Norse,oldw1240,round,ROUND,1395,round_i
Oriya,oriy1255,round,ROUND,1395,round_f
Polish,poli1260,round,ROUND,1395,round_b
Romani,roma1329,round,ROUND,1395,round_m
Romanian,megl1237,round,ROUND,1395,round_a
Romansh,roma1326,round,ROUND,1395,round_a
Russian,russ1263,round,ROUND,1395,round_b
Sariqoli,sari1246,round,ROUND,1395,round_k
Scots_Gaelic,scot1245,round,ROUND,1395,round_b
Serbian,sout1528,round,ROUND,1395,round_0
Serbian,sout1528,round,ROUND,1395,round_b
Shughni,shug1248,round,ROUND,1395,round_j
Sindhi,sind1272,round,ROUND,1395,round_0
Sindhi,sind1272,round,ROUND,1395,round_h
Sogdian,sogd1245,round,ROUND,1395,round_j
Spanish,stan1288,round,ROUND,1395,round_a
Swedish,swed1254,round,ROUND,1395,round_a
Swiss_German,swis1247,round,ROUND,1395,round_a
Tosk,alba1268,round,ROUND,1395,round_l
Urdu,urdu1245,round,ROUND,1395,round_h
Vedic_Sanskrit,sans1269,round,ROUND,1395,round_f
Vedic_Sanskrit,sans1269,round,ROUND,1395,round_g
Welsh,wels1247,round,ROUND,1395,round_b
Zazaki,kirm1248,round,ROUND,1395,round_k
Adapazar,homs1234,rub,RUB,1449,rub_d
Afrikaans,afri1274,rub,RUB,1449,rub_b
Afrikaans,afri1274,rub,RUB,1449,rub_q
Ancient_Greek,anci1242,rub,RUB,1449,rub_h
Arumanian,arom1237,rub,RUB,1449,rub_f
Arvanitika,arva1236,rub,RUB,1449,rub_f
Assamese,assa1263,rub,RUB,1449,rub_n
Avestan,aves1237,rub,RUB,1449,rub_e
Baluchi,east2304,rub,RUB,1449,rub_e
Belarusian,bela1254,rub,RUB,1449,rub_h
Bengali,beng1280,rub,RUB,1449,rub_n
Bihari,biha1245,rub,RUB,1449,rub_0
Bihari,biha1245,rub,RUB,1449,rub_l
Breton,bret1244,rub,RUB,1449,rub_f
Breton,bret1244,rub,RUB,1449,rub_g
Bulgarian,bulg1262,rub,RUB,1449,rub_h
Cagliari,sard1257,rub,RUB,1449,rub_f
Catalan,stan1289,rub,RUB,1449,rub_f
Classical_Armenian,clas1256,rub,RUB,1449,rub_d
Cornish,corn1251,rub,RUB,1449,rub_0
Czech,czec1258,rub,RUB,1449,rub_h
Danish,dani1285,rub,RUB,1449,rub_j
Digor_Ossetic,digo1242,rub,RUB,1449,rub_o
Dutch,cent2352,rub,RUB,1449,rub_b
Eastern_Armenian,nucl1235,rub,RUB,1449,rub_d
Eastern_Armenian,nucl1235,rub,RUB,1449,rub_m
English,stan1293,rub,RUB,1449,rub_p
Faroese,faro1244,rub,RUB,1449,rub_j
Flemish,cent2353,rub,RUB,1449,rub_q
French,stan1290,rub,RUB,1449,rub_f
Frisian,fris1239,rub,RUB,1449,rub_b
Friulian,friu1240,rub,RUB,1449,rub_0
German,stan1295,rub,RUB,1449,rub_b
Gothic,goth1244,rub,RUB,1449,rub_j
Gujarati,guja1252,rub,RUB,1449,rub_n
Hindi,hind1269,rub,RUB,1449,rub_k
Hittite,hitt1242,rub,RUB,1449,rub_0
Icelandic,icel1247,rub,RUB,1449,rub_j
Irish,iris1253,rub,RUB,1449,rub_l
Italian,ital1282,rub,RUB,1449,rub_f
Kashmiri,kash1277,rub,RUB,1449,rub_0
Kashmiri,kash1277,rub,RUB,1449,rub_l
Ladin,ladi1250,rub,RUB,1449,rub_f
Lahnda,lahn1241,rub,RUB,1449,rub_0
Latin,lati1261,rub,RUB,1449,rub_f
Latvian,latv1249,rub,RUB,1449,rub_f
Lithuanian,lith1251,rub,RUB,1449,rub_h
Lower_Sorbian,lowe1385,rub,RUB,1449,rub_h
Luxembourgish,luxe1243,rub,RUB,1449,rub_b
Macedonian,mace1250,rub,RUB,1449,rub_h
Marathi,mara1378,rub,RUB,1449,rub_0
Marathi,mara1378,rub,RUB,1449,rub_n
Modern_Greek,mode1248,rub,RUB,1449,rub_h
Nepali,nepa1254,rub,RUB,1449,rub_l
Nepali,nepa1254,rub,RUB,1449,rub_n
Norwegian,norw1258,rub,RUB,1449,rub_j
Old_Church_Slavic,chur1257,rub,RUB,1449,rub_h
Old_English,olde1238,rub,RUB,1449,rub_j
Old_High_German,oldh1241,rub,RUB,1449,rub_j
Old_High_German,oldh1241,rub,RUB,1449,rub_p
Old_Irish,oldi1246,rub,RUB,1449,rub_l
Old_Prussian,prus1238,rub,RUB,1449,rub_0
Old_West_Norse,oldw1240,rub,RUB,1449,rub_j
Oriya,oriy1255,rub,RUB,1449,rub_n
Panjabi,panj1256,rub,RUB,1449,rub_k
Pashto,pash1269,rub,RUB,1449,rub_e
Persian,west2369,rub,RUB,1449,rub_e
Polish,poli1260,rub,RUB,1449,rub_h
Portuguese,port1283,rub,RUB,1449,rub_f
Provencal,prov1235,rub,RUB,1449,rub_f
Romani,roma1329,rub,RUB,1449,rub_h
Romanian,megl1237,rub,RUB,1449,rub_f
Romansh,roma1326,rub,RUB,1449,rub_f
Russian,russ1263,rub,RUB,1449,rub_h
Sariqoli,sari1246,rub,RUB,1449,rub_0
Scots_Gaelic,scot1245,rub,RUB,1449,rub_0
Serbian,sout1528,rub,RUB,1449,rub_h
Sindhi,sind1272,rub,RUB,1449,rub_n
Singhalese,sinh1246,rub,RUB,1449,rub_l
Slovak,slov1269,rub,RUB,1449,rub_h
Slovenian,slov1268,rub,RUB,1449,rub_i
Sogdian,sogd1245,rub,RUB,1449,rub_a
Spanish,stan1288,rub,RUB,1449,rub_0
Spanish,stan1288,rub,RUB,1449,rub_f
Swedish,swed1254,rub,RUB,1449,rub_j
Swiss_German,swis1247,rub,RUB,1449,rub_b
Tajik,taji1245,rub,RUB,1449,rub_a
Tajik,taji1245,rub,RUB,1449,rub_e
Tocharian_B,tokh1243,rub,RUB,1449,rub_0
Tosk,alba1268,rub,RUB,1449,rub_f
Ukrainian,ukra1253,rub,RUB,1449,rub_h
Upper_Sorbian,uppe1395,rub,RUB,1449,rub_h
Urdu,urdu1245,rub,RUB,1449,rub_k
Vedic_Sanskrit,sans1269,rub,RUB,1449,rub_n
Wakhi,wakh1245,rub,RUB,1449,rub_a
Walloon,wall1255,rub,RUB,1449,rub_f
Waziri,waci1238,rub,RUB,1449,rub_e
Welsh,wels1247,rub,RUB,1449,rub_m
Welsh,wels1247,rub,RUB,1449,rub_p
Zazaki,kirm1248,rub,RUB,1449,rub_a
Adapazar,homs1234,salt,SALT,1274,salt_b
Afrikaans,afri1274,salt,SALT,1274,salt_b
Ancient_Greek,anci1242,salt,SALT,1274,salt_b
Arumanian,arom1237,salt,SALT,1274,salt_b
Arvanitika,arva1236,salt,SALT,1274,salt_c
Assamese,assa1263,salt,SALT,1274,salt_d
Baluchi,east2304,salt,SALT,1274,salt_a
Belarusian,bela1254,salt,SALT,1274,salt_b
Bengali,beng1280,salt,SALT,1274,salt_d
Bihari,biha1245,salt,SALT,1274,salt_d
Breton,bret1244,salt,SALT,1274,salt_b
Bulgarian,bulg1262,salt,SALT,1274,salt_b
Cagliari,sard1257,salt,SALT,1274,salt_b
Catalan,stan1289,salt,SALT,1274,salt_b
Classical_Armenian,clas1256,salt,SALT,1274,salt_b
Cornish,corn1251,salt,SALT,1274,salt_b
Czech,czec1258,salt,SALT,1274,salt_b
Danish,dani1285,salt,SALT,1274,salt_b
Digor_Ossetic,digo1242,salt,SALT,1274,salt_h
Dutch,cent2352,salt,SALT,1274,salt_b
Eastern_Armenian,nucl1235,salt,SALT,1274,salt_b
English,stan1293,salt,SALT,1274,salt_b
Faroese,faro1244,salt,SALT,1274,salt_b
Flemish,cent2353,salt,SALT,1274,salt_b
French,stan1290,salt,SALT,1274,salt_b
Frisian,fris1239,salt,SALT,1274,salt_b
Friulian,friu1240,salt,SALT,1274,salt_b
German,stan1295,salt,SALT,1274,salt_b
Gothic,goth1244,salt,SALT,1274,salt_b
Gujarati,guja1252,salt,SALT,1274,salt_g
Hindi,hind1269,salt,SALT,1274,salt_f
Icelandic,icel1247,salt,SALT,1274,salt_b
Irish,iris1253,salt,SALT,1274,salt_b
Italian,ital1282,salt,SALT,1274,salt_b
Kashmiri,kash1277,salt,SALT,1274,salt_d
Ladin,ladi1250,salt,SALT,1274,salt_b
Lahnda,lahn1241,salt,SALT,1274,salt_d
Latin,lati1261,salt,SALT,1274,salt_b
Latvian,latv1249,salt,SALT,1274,salt_b
Lithuanian,lith1251,salt,SALT,1274,salt_e
Lower_Sorbian,lowe1385,salt,SALT,1274,salt_b
Luxembourgish,luxe1243,salt,SALT,1274,salt_b
Macedonian,mace1250,salt,SALT,1274,salt_b
Marathi,mara1378,salt,SALT,1274,salt_d
Marathi,mara1378,salt,SALT,1274,salt_g
Marwari,marw1260,salt,SALT,1274,salt_0
Marwari,marw1260,salt,SALT,1274,salt_d
Modern_Greek,mode1248,salt,SALT,1274,salt_b
Nepali,nepa1254,salt,SALT,1274,salt_d
Norwegian,norw1258,salt,SALT,1274,salt_b
Nuorese,nuor1238,salt,SALT,1274,salt_b
Old_Church_Slavic,chur1257,salt,SALT,1274,salt_b
Old_English,olde1238,salt,SALT,1274,salt_b
Old_High_German,oldh1241,salt,SALT,1274,salt_b
Old_Irish,oldi1246,salt,SALT,1274,salt_b
Old_Prussian,prus1238,salt,SALT,1274,salt_b
Old_West_Norse,oldw1240,salt,SALT,1274,salt_b
Oriya,oriy1255,salt,SALT,1274,salt_d
Panjabi,panj1256,salt,SALT,1274,salt_d
Pashto,pash1269,salt,SALT,1274,salt_f
Persian,west2369,salt,SALT,1274,salt_f
Polish,poli1260,salt,SALT,1274,salt_b
Portuguese,port1283,salt,SALT,1274,salt_b
Provencal,prov1235,salt,SALT,1274,salt_b
Romani,roma1329,salt,SALT,1274,salt_d
Romanian,megl1237,salt,SALT,1274,salt_b
Romansh,roma1326,salt,SALT,1274,salt_b
Russian,russ1263,salt,SALT,1274,salt_b
Sariqoli,sari1246,salt,SALT,1274,salt_f
Scots_Gaelic,scot1245,salt,SALT,1274,salt_b
Serbian,sout1528,salt,SALT,1274,salt_b
Shughni,shug1248,salt,SALT,1274,salt_f
Sindhi,sind1272,salt,SALT,1274,salt_d
Singhalese,sinh1246,salt,SALT,1274,salt_d
Slovak,slov1269,salt,SALT,1274,salt_b
Slovenian,slov1268,salt,SALT,1274,salt_b
Sogdian,sogd1245,salt,SALT,1274,salt_f
Spanish,stan1288,salt,SALT,1274,salt_b
Swedish,swed1254,salt,SALT,1274,salt_b
Swiss_German,swis1247,salt,SALT,1274,salt_b
Tajik,taji1245,salt,SALT,1274,salt_f
Tocharian_A,tokh1242,salt,SALT,1274,salt_b
Tocharian_B,tokh1243,salt,SALT,1274,salt_b
Tosk,alba1268,salt,SALT,1274,salt_c
Ukrainian,ukra1253,salt,SALT,1274,salt_b
Upper_Sorbian,uppe1395,salt,SALT,1274,salt_b
Urdu,urdu1245,salt,SALT,1274,salt_f
Vedic_Sanskrit,sans1269,salt,SALT,1274,salt_0
Vedic_Sanskrit,sans1269,salt,SALT,1274,salt_d
Wakhi,wakh1245,salt,SALT,1274,salt_f
Walloon,wall1255,salt,SALT,1274,salt_b
Waziri,waci1238,salt,SALT,1274,salt_f
Welsh,wels1247,salt,SALT,1274,salt_b
Zazaki,kirm1248,salt,SALT,1274,salt_i
Adapazar,homs1234,sand,SAND,671,sand_b
Afrikaans,afri1274,sand,SAND,671,sand_b
Ancient_Greek,anci1242,sand,SAND,671,sand_b
Arumanian,arom1237,sand,SAND,671,sand_g
Arvanitika,arva1236,sand,SAND,671,sand_d
Arvanitika,arva1236,sand,SAND,671,sand_g
Assamese,assa1263,sand,SAND,671,sand_w
Baluchi,east2304,sand,SAND,671,sand_r
Belarusian,bela1254,sand,SAND,671,sand_i
Bengali,beng1280,sand,SAND,671,sand_w
Bihari,biha1245,sand,SAND,671,sand_w
Breton,bret1244,sand,SAND,671,sand_h
Bulgarian,bulg1262,sand,SAND,671,sand_i
Cagliari,sard1257,sand,SAND,671,sand_n
Catalan,stan1289,sand,SAND,671,sand_0
Classical_Armenian,clas1256,sand,SAND,671,sand_b
Cornish,corn1251,sand,SAND,671,sand_h
Czech,czec1258,sand,SAND,671,sand_i
Danish,dani1285,sand,SAND,671,sand_b
Digor_Ossetic,digo1242,sand,SAND,671,sand_e
Dutch,cent2352,sand,SAND,671,sand_b
Eastern_Armenian,nucl1235,sand,SAND,671,sand_b
English,stan1293,sand,SAND,671,sand_b
Faroese,faro1244,sand,SAND,671,sand_b
Flemish,cent2353,sand,SAND,671,sand_b
French,stan1290,sand,SAND,671,sand_b
Frisian,fris1239,sand,SAND,671,sand_b
Friulian,friu1240,sand,SAND,671,sand_b
German,stan1295,sand,SAND,671,sand_b
Gothic,goth1244,sand,SAND,671,sand_l
Gujarati,guja1252,sand,SAND,671,sand_f
Hindi,hind1269,sand,SAND,671,sand_w
Icelandic,icel1247,sand,SAND,671,sand_b
Irish,iris1253,sand,SAND,671,sand_k
Italian,ital1282,sand,SAND,671,sand_b
Italian,ital1282,sand,SAND,671,sand_g
Kashmiri,kash1277,sand,SAND,671,sand_a
Kurdish,kurd1259,sand,SAND,671,sand_j
Kurdish,kurd1259,sand,SAND,671,sand_r
Ladin,ladi1250,sand,SAND,671,sand_b
Lahnda,lahn1241,sand,SAND,671,sand_f
Latin,lati1261,sand,SAND,671,sand_g
Latvian,latv1249,sand,SAND,671,sand_l
Lithuanian,lith1251,sand,SAND,671,sand_l
Lower_Sorbian,lowe1385,sand,SAND,671,sand_i
Luxembourgish,luxe1243,sand,SAND,671,sand_b
Macedonian,mace1250,sand,SAND,671,sand_i
Marathi,mara1378,sand,SAND,671,sand_f
Marathi,mara1378,sand,SAND,671,sand_w
Marwari,marw1260,sand,SAND,671,sand_0
Modern_Greek,mode1248,sand,SAND,671,sand_b
Nepali,nepa1254,sand,SAND,671,sand_f
Norwegian,norw1258,sand,SAND,671,sand_b
Nuorese,nuor1238,sand,SAND,671,sand_n
Old_Church_Slavic,chur1257,sand,SAND,671,sand_i
Old_English,olde1238,sand,SAND,671,sand_b
Old_High_German,oldh1241,sand,SAND,671,sand_b
Old_Irish,oldi1246,sand,SAND,671,sand_k
Old_Prussian,prus1238,sand,SAND,671,sand_0
Old_West_Norse,oldw1240,sand,SAND,671,sand_b
Oriya,oriy1255,sand,SAND,671,sand_w
Panjabi,panj1256,sand,SAND,671,sand_f
Pashto,pash1269,sand,SAND,671,sand_a
Pashto,pash1269,sand,SAND,671,sand_r
Persian,west2369,sand,SAND,671,sand_u
Polish,poli1260,sand,SAND,671,sand_i
Portuguese,port1283,sand,SAND,671,sand_n
Provencal,prov1235,sand,SAND,671,sand_b
Romani,roma1329,sand,SAND,671,sand_0
Romanian,megl1237,sand,SAND,671,sand_o
Romansh,roma1326,sand,SAND,671,sand_b
Russian,russ1263,sand,SAND,671,sand_i
Sariqoli,sari1246,sand,SAND,671,sand_r
Sariqoli,sari1246,sand,SAND,671,sand_s
Scots_Gaelic,scot1245,sand,SAND,671,sand_k
Serbian,sout1528,sand,SAND,671,sand_i
Shughni,shug1248,sand,SAND,671,sand_r
Shughni,shug1248,sand,SAND,671,sand_s
Sindhi,sind1272,sand,SAND,671,sand_0
Sindhi,sind1272,sand,SAND,671,sand_w
Singhalese,sinh1246,sand,SAND,671,sand_w
Slovak,slov1269,sand,SAND,671,sand_i
Slovenian,slov1268,sand,SAND,671,sand_i
Spanish,stan1288,sand,SAND,671,sand_n
Swedish,swed1254,sand,SAND,671,sand_b
Swiss_German,swis1247,sand,SAND,671,sand_b
Tajik,taji1245,sand,SAND,671,sand_r
Tocharian_A,tokh1242,sand,SAND,671,sand_p
Tocharian_B,tokh1243,sand,SAND,671,sand_p
Tosk,alba1268,sand,SAND,671,sand_g
Ukrainian,ukra1253,sand,SAND,671,sand_i
Upper_Sorbian,uppe1395,sand,SAND,671,sand_i
Urdu,urdu1245,sand,SAND,671,sand_f
Vedic_Sanskrit,sans1269,sand,SAND,671,sand_v
Wakhi,wakh1245,sand,SAND,671,sand_t
Walloon,wall1255,sand,SAND,671,sand_b
Waziri,waci1238,sand,SAND,671,sand_a
Welsh,wels1247,sand,SAND,671,sand_m
Zazaki,kirm1248,sand,SAND,671,sand_j
Adapazar,homs1234,say,SAY,1458,say_d
Afrikaans,afri1274,say,SAY,1458,say_b
Ancient_Greek,anci1242,say,SAY,1458,say_i
Arumanian,arom1237,say,SAY,1458,say_f
Arvanitika,arva1236,say,SAY,1458,say_c
Assamese,assa1263,say,SAY,1458,say_0
Avestan,aves1237,say,SAY,1458,say_ab
Avestan,aves1237,say,SAY,1458,say_m
Baluchi,east2304,say,SAY,1458,say_l
Belarusian,bela1254,say,SAY,1458,say_w
Bengali,beng1280,say,SAY,1458,say_e
Bihari,biha1245,say,SAY,1458,say_j
Breton,bret1244,say,SAY,1458,say_g
Bulgarian,bulg1262,say,SAY,1458,say_w
Cagliari,sard1257,say,SAY,1458,say_n
Catalan,stan1289,say,SAY,1458,say_f
Classical_Armenian,clas1256,say,SAY,1458,say_d
Cornish,corn1251,say,SAY,1458,say_g
Cornish,corn1251,say,SAY,1458,say_s
Czech,czec1258,say,SAY,1458,say_h
Danish,dani1285,say,SAY,1458,say_b
Digor_Ossetic,digo1242,say,SAY,1458,say_p
Dutch,cent2352,say,SAY,1458,say_b
Eastern_Armenian,nucl1235,say,SAY,1458,say_d
English,stan1293,say,SAY,1458,say_b
Faroese,faro1244,say,SAY,1458,say_b
Flemish,cent2353,say,SAY,1458,say_b
French,stan1290,say,SAY,1458,say_f
Frisian,fris1239,say,SAY,1458,say_b
Friulian,friu1240,say,SAY,1458,say_f
German,stan1295,say,SAY,1458,say_b
Gothic,goth1244,say,SAY,1458,say_r
Gujarati,guja1252,say,SAY,1458,say_j
Hindi,hind1269,say,SAY,1458,say_0
Hindi,hind1269,say,SAY,1458,say_j
Hittite,hitt1242,say,SAY,1458,say_x
Icelandic,icel1247,say,SAY,1458,say_b
Irish,iris1253,say,SAY,1458,say_q
Italian,ital1282,say,SAY,1458,say_f
Kashmiri,kash1277,say,SAY,1458,say_0
Kurdish,kurd1259,say,SAY,1458,say_l
Ladin,ladi1250,say,SAY,1458,say_f
Lahnda,lahn1241,say,SAY,1458,say_e
Latin,lati1261,say,SAY,1458,say_f
Latvian,latv1249,say,SAY,1458,say_0
Latvian,latv1249,say,SAY,1458,say_b
Latvian,latv1249,say,SAY,1458,say_t
Lithuanian,lith1251,say,SAY,1458,say_b
Lithuanian,lith1251,say,SAY,1458,say_x
Lower_Sorbian,lowe1385,say,SAY,1458,say_h
Luxembourgish,luxe1243,say,SAY,1458,say_0
Macedonian,mace1250,say,SAY,1458,say_0
Macedonian,mace1250,say,SAY,1458,say_h
Macedonian,mace1250,say,SAY,1458,say_u
Macedonian,mace1250,say,SAY,1458,say_w
Marathi,mara1378,say,SAY,1458,say_k
Marwari,marw1260,say,SAY,1458,say_j
Marwari,marw1260,say,SAY,1458,say_k
Modern_Greek,mode1248,say,SAY,1458,say_i
Nepali,nepa1254,say,SAY,1458,say_k
Norwegian,norw1258,say,SAY,1458,say_b
Nuorese,nuor1238,say,SAY,1458,say_n
Old_Church_Slavic,chur1257,say,SAY,1458,say_h
Old_Church_Slavic,chur1257,say,SAY,1458,say_u
Old_English,olde1238,say,SAY,1458,say_b
Old_High_German,oldh1241,say,SAY,1458,say_b
Old_High_German,oldh1241,say,SAY,1458,say_r
Old_Irish,oldi1246,say,SAY,1458,say_q
Old_Prussian,prus1238,say,SAY,1458,say_0
Old_West_Norse,oldw1240,say,SAY,1458,say_b
Old_West_Norse,oldw1240,say,SAY,1458,say_r
Oriya,oriy1255,say,SAY,1458,say_j
Panjabi,panj1256,say,SAY,1458,say_j
Pashto,pash1269,say,SAY,1458,say_a
Persian,west2369,say,SAY,1458,say_l
Polish,poli1260,say,SAY,1458,say_m
Portuguese,port1283,say,SAY,1458,say_f
Provencal,prov1235,say,SAY,1458,say_f
Romani,roma1329,say,SAY,1458,say_k
Romanian,megl1237,say,SAY,1458,say_0
Romanian,megl1237,say,SAY,1458,say_f
Romansh,roma1326,say,SAY,1458,say_f
Russian,russ1263,say,SAY,1458,say_v
Russian,russ1263,say,SAY,1458,say_w
Sariqoli,sari1246,say,SAY,1458,say_0
Scots_Gaelic,scot1245,say,SAY,1458,say_0
Scots_Gaelic,scot1245,say,SAY,1458,say_q
Serbian,sout1528,say,SAY,1458,say_h
Serbian,sout1528,say,SAY,1458,say_v
Serbian,sout1528,say,SAY,1458,say_w
Shughni,shug1248,say,SAY,1458,say_0
Sindhi,sind1272,say,SAY,1458,say_0
Sindhi,sind1272,say,SAY,1458,say_j
Singhalese,sinh1246,say,SAY,1458,say_j
Slovak,slov1269,say,SAY,1458,say_h
Slovak,slov1269,say,SAY,1458,say_v
Slovenian,slov1268,say,SAY,1458,say_h
Spanish,stan1288,say,SAY,1458,say_f
Swedish,swed1254,say,SAY,1458,say_b
Swiss_German,swis1247,say,SAY,1458,say_b
Tajik,taji1245,say,SAY,1458,say_l
Tocharian_A,tokh1242,say,SAY,1458,say_y
Tocharian_B,tokh1243,say,SAY,1458,say_z
Tosk,alba1268,say,SAY,1458,say_c
Ukrainian,ukra1253,say,SAY,1458,say_v
Ukrainian,ukra1253,say,SAY,1458,say_w
Upper_Sorbian,uppe1395,say,SAY,1458,say_h
Urdu,urdu1245,say,SAY,1458,say_j
Vedic_Sanskrit,sans1269,say,SAY,1458,say_0
Vedic_Sanskrit,sans1269,say,SAY,1458,say_aa
Vedic_Sanskrit,sans1269,say,SAY,1458,say_k
Vedic_Sanskrit,sans1269,say,SAY,1458,say_m
Vedic_Sanskrit,sans1269,say,SAY,1458,say_z
Wakhi,wakh1245,say,SAY,1458,say_0
Walloon,wall1255,say,SAY,1458,say_f
Waziri,waci1238,say,SAY,1458,say_a
Welsh,wels1247,say,SAY,1458,say_0
Welsh,wels1247,say,SAY,1458,say_o
Zazaki,kirm1248,say,SAY,1458,say_0
Adapazar,homs1234,scratch,SCRATCH,1436,scratch_t
Afrikaans,afri1274,scratch,SCRATCH,1436,scratch_b
Ancient_Greek,anci1242,scratch,SCRATCH,1436,scratch_0
Arvanitika,arva1236,scratch,SCRATCH,1436,scratch_0
Assamese,assa1263,scratch,SCRATCH,1436,scratch_0
Baluchi,east2304,scratch,SCRATCH,1436,scratch_e
Belarusian,bela1254,scratch,SCRATCH,1436,scratch_g
Bihari,biha1245,scratch,SCRATCH,1436,scratch_0
Breton,bret1244,scratch,SCRATCH,1436,scratch_t
Bulgarian,bulg1262,scratch,SCRATCH,1436,scratch_g
Cagliari,sard1257,scratch,SCRATCH,1436,scratch_t
Catalan,stan1289,scratch,SCRATCH,1436,scratch_0
Catalan,stan1289,scratch,SCRATCH,1436,scratch_h
Classical_Armenian,clas1256,scratch,SCRATCH,1436,scratch_t
Cornish,corn1251,scratch,SCRATCH,1436,scratch_0
Cornish,corn1251,scratch,SCRATCH,1436,scratch_t
Czech,czec1258,scratch,SCRATCH,1436,scratch_t
Danish,dani1285,scratch,SCRATCH,1436,scratch_c
Digor_Ossetic,digo1242,scratch,SCRATCH,1436,scratch_j
Dutch,cent2352,scratch,SCRATCH,1436,scratch_b
Eastern_Armenian,nucl1235,scratch,SCRATCH,1436,scratch_g
Eastern_Armenian,nucl1235,scratch,SCRATCH,1436,scratch_t
English,stan1293,scratch,SCRATCH,1436,scratch_c
Faroese,faro1244,scratch,SCRATCH,1436,scratch_i
Flemish,cent2353,scratch,SCRATCH,1436,scratch_b
French,stan1290,scratch,SCRATCH,1436,scratch_h
Frisian,fris1239,scratch,SCRATCH,1436,scratch_t
Friulian,friu1240,scratch,SCRATCH,1436,scratch_h
Friulian,friu1240,scratch,SCRATCH,1436,scratch_t
German,stan1295,scratch,SCRATCH,1436,scratch_c
Gothic,goth1244,scratch,SCRATCH,1436,scratch_c
Gujarati,guja1252,scratch,SCRATCH,1436,scratch_k
Hindi,hind1269,scratch,SCRATCH,1436,scratch_g
Hittite,hitt1242,scratch,SCRATCH,1436,scratch_0
