DOCULECT,GLOTTOCODE,CONCEPT,CONCEPTICON_GLOSS,CONCEPTICON_ID,COGNATE
Faroese,faro1244,at,AT,1461,at_u
Flemish,cent2353,at,AT,1461,at_t
Flemish,cent2353,at,AT,1461,at_v
French,stan1290,at,AT,1461,at_r
Frisian,fris1239,at,AT,1461,at_i
Friulian,friu1240,at,AT,1461,at_r
German,stan1295,at,AT,1461,at_t
Gothic,goth1244,at,AT,1461,at_r
Hindi,hind1269,at,AT,1461,at_g
Hindi,hind1269,at,AT,1461,at_l
Icelandic,icel1247,at,AT,1461,at_0
Icelandic,icel1247,at,AT,1461,at_u
Irish,iris1253,at,AT,1461,at_r
Italian,ital1282,at,AT,1461,at_r
Kashmiri,kash1277,at,AT,1461,at_f
Ladin,ladi1250,at,AT,1461,at_r
Lahnda,lahn1241,at,AT,1461,at_h
Latin,lati1261,at,AT,1461,at_r
Latvian,latv1249,at,AT,1461,at_0
Latvian,latv1249,at,AT,1461,at_n
Lithuanian,lith1251,at,AT,1461,at_b
Lithuanian,lith1251,at,AT,1461,at_n
Lower_Sorbian,lowe1385,at,AT,1461,at_j
Luxembourgish,luxe1243,at,AT,1461,at_0
Luxembourgish,luxe1243,at,AT,1461,at_i
Luxembourgish,luxe1243,at,AT,1461,at_t
Macedonian,mace1250,at,AT,1461,at_p
Macedonian,mace1250,at,AT,1461,at_q
Marathi,mara1378,at,AT,1461,at_g
Marathi,mara1378,at,AT,1461,at_h
Marathi,mara1378,at,AT,1461,at_l
Modern_Greek,mode1248,at,AT,1461,at_e
Nepali,nepa1254,at,AT,1461,at_g
Norwegian,norw1258,at,AT,1461,at_u
Nuorese,nuor1238,at,AT,1461,at_r
Old_Church_Slavic,chur1257,at,AT,1461,at_n
Old_Church_Slavic,chur1257,at,AT,1461,at_p
Old_English,olde1238,at,AT,1461,at_r
Old_High_German,oldh1241,at,AT,1461,at_n
Old_High_German,oldh1241,at,AT,1461,at_r
Old_Irish,oldi1246,at,AT,1461,at_0
Old_Prussian,prus1238,at,AT,1461,at_n
Old_West_Norse,oldw1240,at,AT,1461,at_r
Old_West_Norse,oldw1240,at,AT,1461,at_u
Oriya,oriy1255,at,AT,1461,at_m
Panjabi,panj1256,at,AT,1461,at_g
Panjabi,panj1256,at,AT,1461,at_l
Pashto,pash1269,at,AT,1461,at_a
Pashto,pash1269,at,AT,1461,at_z
Polish,poli1260,at,AT,1461,at_j
Polish,poli1260,at,AT,1461,at_n
Portuguese,port1283,at,AT,1461,at_j
Portuguese,port1283,at,AT,1461,at_s
Provencal,prov1235,at,AT,1461,at_r
Romani,roma1329,at,AT,1461,at_af
Romanian,megl1237,at,AT,1461,at_0
Romanian,megl1237,at,AT,1461,at_r
Romansh,roma1326,at,AT,1461,at_r
Russian,russ1263,at,AT,1461,at_j
Russian,russ1263,at,AT,1461,at_p
Sariqoli,sari1246,at,AT,1461,at_ae
Scots_Gaelic,scot1245,at,AT,1461,at_r
Serbian,sout1528,at,AT,1461,at_n
Serbian,sout1528,at,AT,1461,at_o
Serbian,sout1528,at,AT,1461,at_p
Sindhi,sind1272,at,AT,1461,at_0
Singhalese,sinh1246,at,AT,1461,at_ag
Slovak,slov1269,at,AT,1461,at_n
Slovenian,slov1268,at,AT,1461,at_o
Slovenian,slov1268,at,AT,1461,at_q
Sogdian,sogd1245,at,AT,1461,at_x
Spanish,stan1288,at,AT,1461,at_r
Swedish,swed1254,at,AT,1461,at_0
Swedish,swed1254,at,AT,1461,at_u
Swiss_German,swis1247,at,AT,1461,at_t
Tajik,taji1245,at,AT,1461,at_ac
Tajik,taji1245,at,AT,1461,at_ad
Tocharian_A,tokh1242,at,AT,1461,at_b
Tocharian_B,tokh1243,at,AT,1461,at_b
Tosk,alba1268,at,AT,1461,at_0
Ukrainian,ukra1253,at,AT,1461,at_0
Ukrainian,ukra1253,at,AT,1461,at_j
Ukrainian,ukra1253,at,AT,1461,at_n
Ukrainian,ukra1253,at,AT,1461,at_q
Upper_Sorbian,uppe1395,at,AT,1461,at_n
Urdu,urdu1245,at,AT,1461,at_l
Vedic_Sanskrit,sans1269,at,AT,1461,at_h
Vedic_Sanskrit,sans1269,at,AT,1461,at_i
Wakhi,wakh1245,at,AT,1461,at_y
Wakhi,wakh1245,at,AT,1461,at_z
Walloon,wall1255,at,AT,1461,at_r
Waziri,waci1238,at,AT,1461,at_k
Welsh,wels1247,at,AT,1461,at_j
Welsh,wels1247,at,AT,1461,at_w
Zazaki,kirm1248,at,AT,1461,at_ab
Zazaki,kirm1248,at,AT,1461,at_z
Adapazar,homs1234,back,BACK,1291,back_0
Afrikaans,afri1274,back,BACK,1291,back_r
Ancient_Greek,anci1242,back,BACK,1291,back_e
Assamese,assa1263,back,BACK,1291,back_g
Avestan,aves1237,back,BACK,1291,back_g
Baluchi,east2304,back,BACK,1291,back_g
Belarusian,bela1254,back,BACK,1291,back_0
Bengali,beng1280,back,BACK,1291,back_g
Bihari,biha1245,back,BACK,1291,back_g
Bihari,biha1245,back,BACK,1291,back_y
Breton,bret1244,back,BACK,1291,back_i
Catalan,stan1289,back,BACK,1291,back_c
Catalan,stan1289,back,BACK,1291,back_f
Classical_Armenian,clas1256,back,BACK,1291,back_0
Cornish,corn1251,back,BACK,1291,back_i
Czech,czec1258,back,BACK,1291,back_0
Danish,dani1285,back,BACK,1291,back_b
Digor_Ossetic,digo1242,back,BACK,1291,back_t
Dutch,cent2352,back,BACK,1291,back_r
Eastern_Armenian,nucl1235,back,BACK,1291,back_0
English,stan1293,back,BACK,1291,back_b
Faroese,faro1244,back,BACK,1291,back_b
Faroese,faro1244,back,BACK,1291,back_r
Flemish,cent2353,back,BACK,1291,back_r
French,stan1290,back,BACK,1291,back_h
Frisian,fris1239,back,BACK,1291,back_r
Friulian,friu1240,back,BACK,1291,back_f
German,stan1295,back,BACK,1291,back_r
Gothic,goth1244,back,BACK,1291,back_0
Gothic,goth1244,back,BACK,1291,back_e
Gujarati,guja1252,back,BACK,1291,back_0
Gujarati,guja1252,back,BACK,1291,back_g
Hindi,hind1269,back,BACK,1291,back_g
Hittite,hitt1242,back,BACK,1291,back_0
Icelandic,icel1247,back,BACK,1291,back_b
Irish,iris1253,back,BACK,1291,back_n
Italian,ital1282,back,BACK,1291,back_h
Kashmiri,kash1277,back,BACK,1291,back_g
Ladin,ladi1250,back,BACK,1291,back_h
Ladin,ladi1250,back,BACK,1291,back_s
Lahnda,lahn1241,back,BACK,1291,back_g
Latin,lati1261,back,BACK,1291,back_0
Latin,lati1261,back,BACK,1291,back_h
Latvian,latv1249,back,BACK,1291,back_o
Lithuanian,lith1251,back,BACK,1291,back_o
Lower_Sorbian,lowe1385,back,BACK,1291,back_j
Luxembourgish,luxe1243,back,BACK,1291,back_r
Macedonian,mace1250,back,BACK,1291,back_j
Marathi,mara1378,back,BACK,1291,back_g
Marwari,marw1260,back,BACK,1291,back_z
Modern_Greek,mode1248,back,BACK,1291,back_l
Nepali,nepa1254,back,BACK,1291,back_g
Norwegian,norw1258,back,BACK,1291,back_r
Old_Church_Slavic,chur1257,back,BACK,1291,back_j
Old_Church_Slavic,chur1257,back,BACK,1291,back_u
Old_English,olde1238,back,BACK,1291,back_b
Old_English,olde1238,back,BACK,1291,back_r
Old_High_German,oldh1241,back,BACK,1291,back_r
Old_Irish,oldi1246,back,BACK,1291,back_0
Old_Irish,oldi1246,back,BACK,1291,back_n
Old_Prussian,prus1238,back,BACK,1291,back_0
Old_West_Norse,oldw1240,back,BACK,1291,back_b
Old_West_Norse,oldw1240,back,BACK,1291,back_r
Oriya,oriy1255,back,BACK,1291,back_g
Panjabi,panj1256,back,BACK,1291,back_g
Pashto,pash1269,back,BACK,1291,back_a
Persian,west2369,back,BACK,1291,back_g
Polish,poli1260,back,BACK,1291,back_p
Portuguese,port1283,back,BACK,1291,back_0
Portuguese,port1283,back,BACK,1291,back_h
Provencal,prov1235,back,BACK,1291,back_f
Provencal,prov1235,back,BACK,1291,back_h
Romani,roma1329,back,BACK,1291,back_m
Romanian,megl1237,back,BACK,1291,back_c
Romanian,megl1237,back,BACK,1291,back_h
Romansh,roma1326,back,BACK,1291,back_h
Russian,russ1263,back,BACK,1291,back_q
Sariqoli,sari1246,back,BACK,1291,back_m
Sariqoli,sari1246,back,BACK,1291,back_v
Scots_Gaelic,scot1245,back,BACK,1291,back_n
Serbian,sout1528,back,BACK,1291,back_u
Shughni,shug1248,back,BACK,1291,back_m
Sindhi,sind1272,back,BACK,1291,back_g
Singhalese,sinh1246,back,BACK,1291,back_g
Slovenian,slov1268,back,BACK,1291,back_j
Sogdian,sogd1245,back,BACK,1291,back_g
Spanish,stan1288,back,BACK,1291,back_c
Spanish,stan1288,back,BACK,1291,back_h
Swedish,swed1254,back,BACK,1291,back_r
Swiss_German,swis1247,back,BACK,1291,back_r
Tajik,taji1245,back,BACK,1291,back_g
Tocharian_B,tokh1243,back,BACK,1291,back_0
Tosk,alba1268,back,BACK,1291,back_q
Ukrainian,ukra1253,back,BACK,1291,back_e
Ukrainian,ukra1253,back,BACK,1291,back_q
Upper_Sorbian,uppe1395,back,BACK,1291,back_j
Urdu,urdu1245,back,BACK,1291,back_w
Vedic_Sanskrit,sans1269,back,BACK,1291,back_g
Wakhi,wakh1245,back,BACK,1291,back_m
Wakhi,wakh1245,back,BACK,1291,back_v
Walloon,wall1255,back,BACK,1291,back_s
Waziri,waci1238,back,BACK,1291,back_a
Welsh,wels1247,back,BACK,1291,back_0
Welsh,wels1247,back,BACK,1291,back_i
Zazaki,kirm1248,back,BACK,1291,back_g
Adapazar,homs1234,bad,BAD,1292,bad_0
Afrikaans,afri1274,bad,BAD,1292,bad_b
Ancient_Greek,anci1242,bad,BAD,1292,bad_0
Ancient_Greek,anci1242,bad,BAD,1292,bad_i
Arumanian,arom1237,bad,BAD,1292,bad_n
Arvanitika,arva1236,bad,BAD,1292,bad_i
Assamese,assa1263,bad,BAD,1292,bad_al
Assamese,assa1263,bad,BAD,1292,bad_am
Avestan,aves1237,bad,BAD,1292,bad_i
Baluchi,east2304,bad,BAD,1292,bad_a
Baluchi,east2304,bad,BAD,1292,bad_z
Belarusian,bela1254,bad,BAD,1292,bad_0
Belarusian,bela1254,bad,BAD,1292,bad_k
Bengali,beng1280,bad,BAD,1292,bad_a
Bihari,biha1245,bad,BAD,1292,bad_a
Breton,bret1244,bad,BAD,1292,bad_e
Bulgarian,bulg1262,bad,BAD,1292,bad_f
Cagliari,sard1257,bad,BAD,1292,bad_d
Catalan,stan1289,bad,BAD,1292,bad_d
Classical_Armenian,clas1256,bad,BAD,1292,bad_0
Cornish,corn1251,bad,BAD,1292,bad_o
Cornish,corn1251,bad,BAD,1292,bad_t
Czech,czec1258,bad,BAD,1292,bad_g
Czech,czec1258,bad,BAD,1292,bad_s
Danish,dani1285,bad,BAD,1292,bad_q
Digor_Ossetic,digo1242,bad,BAD,1292,bad_an
Dutch,cent2352,bad,BAD,1292,bad_b
Eastern_Armenian,nucl1235,bad,BAD,1292,bad_p
English,stan1293,bad,BAD,1292,bad_t
Faroese,faro1244,bad,BAD,1292,bad_r
Flemish,cent2353,bad,BAD,1292,bad_b
French,stan1290,bad,BAD,1292,bad_d
Frisian,fris1239,bad,BAD,1292,bad_0
Frisian,fris1239,bad,BAD,1292,bad_h
Friulian,friu1240,bad,BAD,1292,bad_0
German,stan1295,bad,BAD,1292,bad_b
Gothic,goth1244,bad,BAD,1292,bad_u
Gujarati,guja1252,bad,BAD,1292,bad_a
Hindi,hind1269,bad,BAD,1292,bad_a
Hindi,hind1269,bad,BAD,1292,bad_w
Hittite,hitt1242,bad,BAD,1292,bad_ac
Icelandic,icel1247,bad,BAD,1292,bad_q
Icelandic,icel1247,bad,BAD,1292,bad_r
Irish,iris1253,bad,BAD,1292,bad_aa
Irish,iris1253,bad,BAD,1292,bad_j
Italian,ital1282,bad,BAD,1292,bad_v
Kashmiri,kash1277,bad,BAD,1292,bad_ap
Kashmiri,kash1277,bad,BAD,1292,bad_p
Kashmiri,kash1277,bad,BAD,1292,bad_x
Ladin,ladi1250,bad,BAD,1292,bad_d
Lahnda,lahn1241,bad,BAD,1292,bad_w
Latin,lati1261,bad,BAD,1292,bad_d
Latvian,latv1249,bad,BAD,1292,bad_0
Latvian,latv1249,bad,BAD,1292,bad_b
Lithuanian,lith1251,bad,BAD,1292,bad_k
Lithuanian,lith1251,bad,BAD,1292,bad_y
Lower_Sorbian,lowe1385,bad,BAD,1292,bad_g
Luxembourgish,luxe1243,bad,BAD,1292,bad_b
Macedonian,mace1250,bad,BAD,1292,bad_f
Marathi,mara1378,bad,BAD,1292,bad_as
Marwari,marw1260,bad,BAD,1292,bad_p
Marwari,marw1260,bad,BAD,1292,bad_w
Modern_Greek,mode1248,bad,BAD,1292,bad_i
Nepali,nepa1254,bad,BAD,1292,bad_ak
Norwegian,norw1258,bad,BAD,1292,bad_m
Nuorese,nuor1238,bad,BAD,1292,bad_d
Old_Church_Slavic,chur1257,bad,BAD,1292,bad_g
Old_English,olde1238,bad,BAD,1292,bad_u
Old_High_German,oldh1241,bad,BAD,1292,bad_u
Old_Irish,oldi1246,bad,BAD,1292,bad_j
Old_Prussian,prus1238,bad,BAD,1292,bad_0
Old_West_Norse,oldw1240,bad,BAD,1292,bad_q
Old_West_Norse,oldw1240,bad,BAD,1292,bad_r
Oriya,oriy1255,bad,BAD,1292,bad_a
Panjabi,panj1256,bad,BAD,1292,bad_w
Pashto,pash1269,bad,BAD,1292,bad_p
Persian,west2369,bad,BAD,1292,bad_p
Polish,poli1260,bad,BAD,1292,bad_g
Portuguese,port1283,bad,BAD,1292,bad_d
Provencal,prov1235,bad,BAD,1292,bad_0
Provencal,prov1235,bad,BAD,1292,bad_v
Romani,roma1329,bad,BAD,1292,bad_ar
Romanian,megl1237,bad,BAD,1292,bad_0
Romansh,roma1326,bad,BAD,1292,bad_0
Romansh,roma1326,bad,BAD,1292,bad_d
Russian,russ1263,bad,BAD,1292,bad_0
Sariqoli,sari1246,bad,BAD,1292,bad_ag
Scots_Gaelic,scot1245,bad,BAD,1292,bad_aa
Scots_Gaelic,scot1245,bad,BAD,1292,bad_j
Serbian,sout1528,bad,BAD,1292,bad_f
Shughni,shug1248,bad,BAD,1292,bad_ae
Shughni,shug1248,bad,BAD,1292,bad_z
Sindhi,sind1272,bad,BAD,1292,bad_a
Sindhi,sind1272,bad,BAD,1292,bad_ao
Sindhi,sind1272,bad,BAD,1292,bad_p
Sindhi,sind1272,bad,BAD,1292,bad_x
Singhalese,sinh1246,bad,BAD,1292,bad_aq
Slovak,slov1269,bad,BAD,1292,bad_g
Slovenian,slov1268,bad,BAD,1292,bad_n
Sogdian,sogd1245,bad,BAD,1292,bad_af
Spanish,stan1288,bad,BAD,1292,bad_d
Swedish,swed1254,bad,BAD,1292,bad_0
Swedish,swed1254,bad,BAD,1292,bad_m
Swedish,swed1254,bad,BAD,1292,bad_q
Swiss_German,swis1247,bad,BAD,1292,bad_b
Tajik,taji1245,bad,BAD,1292,bad_p
Tajik,taji1245,bad,BAD,1292,bad_z
Tocharian_A,tokh1242,bad,BAD,1292,bad_0
Tocharian_B,tokh1243,bad,BAD,1292,bad_0
Tocharian_B,tokh1243,bad,BAD,1292,bad_ad
Tosk,alba1268,bad,BAD,1292,bad_i
Ukrainian,ukra1253,bad,BAD,1292,bad_0
Upper_Sorbian,uppe1395,bad,BAD,1292,bad_g
Urdu,urdu1245,bad,BAD,1292,bad_a
Urdu,urdu1245,bad,BAD,1292,bad_w
Vedic_Sanskrit,sans1269,bad,BAD,1292,bad_ai
Wakhi,wakh1245,bad,BAD,1292,bad_ae
Walloon,wall1255,bad,BAD,1292,bad_d
Waziri,waci1238,bad,BAD,1292,bad_a
Waziri,waci1238,bad,BAD,1292,bad_p
Welsh,wels1247,bad,BAD,1292,bad_o
Adapazar,homs1234,bark,BARK,1204,bark_d
Afrikaans,afri1274,bark,BARK,1204,bark_b
Afrikaans,afri1274,bark,BARK,1204,bark_h
Ancient_Greek,anci1242,bark,BARK,1204,bark_l
Arumanian,arom1237,bark,BARK,1204,bark_k
Arvanitika,arva1236,bark,BARK,1204,bark_0
Assamese,assa1263,bark,BARK,1204,bark_e
Assamese,assa1263,bark,BARK,1204,bark_n
Baluchi,east2304,bark,BARK,1204,bark_t
Belarusian,bela1254,bark,BARK,1204,bark_b
Bengali,beng1280,bark,BARK,1204,bark_e
Bihari,biha1245,bark,BARK,1204,bark_e
Breton,bret1244,bark,BARK,1204,bark_f
Bulgarian,bulg1262,bark,BARK,1204,bark_b
Cagliari,sard1257,bark,BARK,1204,bark_b
Catalan,stan1289,bark,BARK,1204,bark_b
Classical_Armenian,clas1256,bark,BARK,1204,bark_d
Cornish,corn1251,bark,BARK,1204,bark_f
Czech,czec1258,bark,BARK,1204,bark_b
Danish,dani1285,bark,BARK,1204,bark_g
Digor_Ossetic,digo1242,bark,BARK,1204,bark_s
Dutch,cent2352,bark,BARK,1204,bark_b
Eastern_Armenian,nucl1235,bark,BARK,1204,bark_d
English,stan1293,bark,BARK,1204,bark_g
Faroese,faro1244,bark,BARK,1204,bark_g
Flemish,cent2353,bark,BARK,1204,bark_h
French,stan1290,bark,BARK,1204,bark_b
Frisian,fris1239,bark,BARK,1204,bark_h
Friulian,friu1240,bark,BARK,1204,bark_b
Friulian,friu1240,bark,BARK,1204,bark_z
German,stan1295,bark,BARK,1204,bark_g
German,stan1295,bark,BARK,1204,bark_j
Gothic,goth1244,bark,BARK,1204,bark_0
Gujarati,guja1252,bark,BARK,1204,bark_e
Hindi,hind1269,bark,BARK,1204,bark_e
Icelandic,icel1247,bark,BARK,1204,bark_g
Irish,iris1253,bark,BARK,1204,bark_m
Italian,ital1282,bark,BARK,1204,bark_b
Kashmiri,kash1277,bark,BARK,1204,bark_s
Kashmiri,kash1277,bark,BARK,1204,bark_y
Kurdish,kurd1259,bark,BARK,1204,bark_u
Kurdish,kurd1259,bark,BARK,1204,bark_v
Ladin,ladi1250,bark,BARK,1204,bark_b
Lahnda,lahn1241,bark,BARK,1204,bark_e
Latin,lati1261,bark,BARK,1204,bark_b
Latvian,latv1249,bark,BARK,1204,bark_r
Lithuanian,lith1251,bark,BARK,1204,bark_o
Lower_Sorbian,lowe1385,bark,BARK,1204,bark_b
Luxembourgish,luxe1243,bark,BARK,1204,bark_0
Macedonian,mace1250,bark,BARK,1204,bark_b
Marathi,mara1378,bark,BARK,1204,bark_e
Marwari,marw1260,bark,BARK,1204,bark_e
Modern_Greek,mode1248,bark,BARK,1204,bark_0
Nepali,nepa1254,bark,BARK,1204,bark_n
Norwegian,norw1258,bark,BARK,1204,bark_g
Nuorese,nuor1238,bark,BARK,1204,bark_b
Old_Church_Slavic,chur1257,bark,BARK,1204,bark_b
Old_English,olde1238,bark,BARK,1204,bark_j
Old_High_German,oldh1241,bark,BARK,1204,bark_j
Old_Irish,oldi1246,bark,BARK,1204,bark_0
Old_Irish,oldi1246,bark,BARK,1204,bark_f
Old_Prussian,prus1238,bark,BARK,1204,bark_0
Old_West_Norse,oldw1240,bark,BARK,1204,bark_g
Oriya,oriy1255,bark,BARK,1204,bark_e
Oriya,oriy1255,bark,BARK,1204,bark_n
Panjabi,panj1256,bark,BARK,1204,bark_e
Pashto,pash1269,bark,BARK,1204,bark_a
Persian,west2369,bark,BARK,1204,bark_a
Polish,poli1260,bark,BARK,1204,bark_b
Portuguese,port1283,bark,BARK,1204,bark_b
Provencal,prov1235,bark,BARK,1204,bark_0
Provencal,prov1235,bark,BARK,1204,bark_f
Romani,roma1329,bark,BARK,1204,bark_b
Romanian,megl1237,bark,BARK,1204,bark_b
Romansh,roma1326,bark,BARK,1204,bark_b
Romansh,roma1326,bark,BARK,1204,bark_z
Russian,russ1263,bark,BARK,1204,bark_b
Scots_Gaelic,scot1245,bark,BARK,1204,bark_f
Serbian,sout1528,bark,BARK,1204,bark_b
Shughni,shug1248,bark,BARK,1204,bark_a
Shughni,shug1248,bark,BARK,1204,bark_w
Shughni,shug1248,bark,BARK,1204,bark_x
Sindhi,sind1272,bark,BARK,1204,bark_e
Singhalese,sinh1246,bark,BARK,1204,bark_aa
Slovak,slov1269,bark,BARK,1204,bark_b
Slovenian,slov1268,bark,BARK,1204,bark_0
Spanish,stan1288,bark,BARK,1204,bark_b
Swedish,swed1254,bark,BARK,1204,bark_g
Swiss_German,swis1247,bark,BARK,1204,bark_j
Tajik,taji1245,bark,BARK,1204,bark_a
Tocharian_B,tokh1243,bark,BARK,1204,bark_0
Tosk,alba1268,bark,BARK,1204,bark_0
Ukrainian,ukra1253,bark,BARK,1204,bark_0
Upper_Sorbian,uppe1395,bark,BARK,1204,bark_b
Urdu,urdu1245,bark,BARK,1204,bark_e
Vedic_Sanskrit,sans1269,bark,BARK,1204,bark_q
Wakhi,wakh1245,bark,BARK,1204,bark_a
Walloon,wall1255,bark,BARK,1204,bark_i
Waziri,waci1238,bark,BARK,1204,bark_p
Welsh,wels1247,bark,BARK,1204,bark_f
Adapazar,homs1234,because,BECAUSE,1157,because_0
Afrikaans,afri1274,because,BECAUSE,1157,because_a
Afrikaans,afri1274,because,BECAUSE,1157,because_u
Afrikaans,afri1274,because,BECAUSE,1157,because_y
Afrikaans,afri1274,because,BECAUSE,1157,because_z
Ancient_Greek,anci1242,because,BECAUSE,1157,because_0
Arumanian,arom1237,because,BECAUSE,1157,because_f
Arvanitika,arva1236,because,BECAUSE,1157,because_b
Assamese,assa1263,because,BECAUSE,1157,because_0
Assamese,assa1263,because,BECAUSE,1157,because_c
Avestan,aves1237,because,BECAUSE,1157,because_v
Baluchi,east2304,because,BECAUSE,1157,because_f
Belarusian,bela1254,because,BECAUSE,1157,because_a
Belarusian,bela1254,because,BECAUSE,1157,because_f
Belarusian,bela1254,because,BECAUSE,1157,because_g
Bengali,beng1280,because,BECAUSE,1157,because_c
Bihari,biha1245,because,BECAUSE,1157,because_o
Breton,bret1244,because,BECAUSE,1157,because_0
Bulgarian,bulg1262,because,BECAUSE,1157,because_ab
Bulgarian,bulg1262,because,BECAUSE,1157,because_f
Cagliari,sard1257,because,BECAUSE,1157,because_t
Catalan,stan1289,because,BECAUSE,1157,because_f
Catalan,stan1289,because,BECAUSE,1157,because_h
Classical_Armenian,clas1256,because,BECAUSE,1157,because_0
Classical_Armenian,clas1256,because,BECAUSE,1157,because_v
Cornish,corn1251,because,BECAUSE,1157,because_aa
Cornish,corn1251,because,BECAUSE,1157,because_z
Czech,czec1258,because,BECAUSE,1157,because_a
Czech,czec1258,because,BECAUSE,1157,because_h
Danish,dani1285,because,BECAUSE,1157,because_a
Danish,dani1285,because,BECAUSE,1157,because_h
Digor_Ossetic,digo1242,because,BECAUSE,1157,because_s
Dutch,cent2352,because,BECAUSE,1157,because_a
Dutch,cent2352,because,BECAUSE,1157,because_u
Eastern_Armenian,nucl1235,because,BECAUSE,1157,because_0
English,stan1293,because,BECAUSE,1157,because_k
Faroese,faro1244,because,BECAUSE,1157,because_l
Flemish,cent2353,because,BECAUSE,1157,because_a
Flemish,cent2353,because,BECAUSE,1157,because_u
Flemish,cent2353,because,BECAUSE,1157,because_y
French,stan1290,because,BECAUSE,1157,because_f
French,stan1290,because,BECAUSE,1157,because_h
Frisian,fris1239,because,BECAUSE,1157,because_a
Frisian,fris1239,because,BECAUSE,1157,because_u
Frisian,fris1239,because,BECAUSE,1157,because_z
Friulian,friu1240,because,BECAUSE,1157,because_f
Friulian,friu1240,because,BECAUSE,1157,because_h
German,stan1295,because,BECAUSE,1157,because_m
Gothic,goth1244,because,BECAUSE,1157,because_0
Gujarati,guja1252,because,BECAUSE,1157,because_c
Hindi,hind1269,because,BECAUSE,1157,because_o
Hittite,hitt1242,because,BECAUSE,1157,because_f
Icelandic,icel1247,because,BECAUSE,1157,because_l
Irish,iris1253,because,BECAUSE,1157,because_am
Italian,ital1282,because,BECAUSE,1157,because_f
Italian,ital1282,because,BECAUSE,1157,because_h
Kashmiri,kash1277,because,BECAUSE,1157,because_ai
Ladin,ladi1250,because,BECAUSE,1157,because_f
Ladin,ladi1250,because,BECAUSE,1157,because_h
Ladin,ladi1250,because,BECAUSE,1157,because_k
Lahnda,lahn1241,because,BECAUSE,1157,because_o
Latin,lati1261,because,BECAUSE,1157,because_0
Latin,lati1261,because,BECAUSE,1157,because_f
Latvian,latv1249,because,BECAUSE,1157,because_ad
Latvian,latv1249,because,BECAUSE,1157,because_q
Lithuanian,lith1251,because,BECAUSE,1157,because_q
Lithuanian,lith1251,because,BECAUSE,1157,because_r
Lithuanian,lith1251,because,BECAUSE,1157,because_v
Lower_Sorbian,lowe1385,because,BECAUSE,1157,because_a
Lower_Sorbian,lowe1385,because,BECAUSE,1157,because_h
Luxembourgish,luxe1243,because,BECAUSE,1157,because_m
Macedonian,mace1250,because,BECAUSE,1157,because_ab
Macedonian,mace1250,because,BECAUSE,1157,because_f
Marathi,mara1378,because,BECAUSE,1157,because_c
Marwari,marw1260,because,BECAUSE,1157,because_ak
Modern_Greek,mode1248,because,BECAUSE,1157,because_0
Modern_Greek,mode1248,because,BECAUSE,1157,because_d
Modern_Greek,mode1248,because,BECAUSE,1157,because_f
Nepali,nepa1254,because,BECAUSE,1157,because_p
Norwegian,norw1258,because,BECAUSE,1157,because_a
Norwegian,norw1258,because,BECAUSE,1157,because_h
Nuorese,nuor1238,because,BECAUSE,1157,because_f
Nuorese,nuor1238,because,BECAUSE,1157,because_h
Old_Church_Slavic,chur1257,because,BECAUSE,1157,because_0
Old_Church_Slavic,chur1257,because,BECAUSE,1157,because_ac
Old_Church_Slavic,chur1257,because,BECAUSE,1157,because_i
Old_English,olde1238,because,BECAUSE,1157,because_h
Old_High_German,oldh1241,because,BECAUSE,1157,because_0
Old_Irish,oldi1246,because,BECAUSE,1157,because_al
Old_Prussian,prus1238,because,BECAUSE,1157,because_v
Old_West_Norse,oldw1240,because,BECAUSE,1157,because_0
Oriya,oriy1255,because,BECAUSE,1157,because_0
Oriya,oriy1255,because,BECAUSE,1157,because_ae
Oriya,oriy1255,because,BECAUSE,1157,because_c
Oriya,oriy1255,because,BECAUSE,1157,because_x
Panjabi,panj1256,because,BECAUSE,1157,because_o
Pashto,pash1269,because,BECAUSE,1157,because_f
Persian,west2369,because,BECAUSE,1157,because_f
Polish,poli1260,because,BECAUSE,1157,because_0
Polish,poli1260,because,BECAUSE,1157,because_a
Polish,poli1260,because,BECAUSE,1157,because_g
Polish,poli1260,because,BECAUSE,1157,because_v
Portuguese,port1283,because,BECAUSE,1157,because_f
Portuguese,port1283,because,BECAUSE,1157,because_h
Provencal,prov1235,because,BECAUSE,1157,because_f
Provencal,prov1235,because,BECAUSE,1157,because_h
Romani,roma1329,because,BECAUSE,1157,because_n
Romanian,megl1237,because,BECAUSE,1157,because_f
Romansh,roma1326,because,BECAUSE,1157,because_f
Romansh,roma1326,because,BECAUSE,1157,because_h
Russian,russ1263,because,BECAUSE,1157,because_a
Russian,russ1263,because,BECAUSE,1157,because_ac
Russian,russ1263,because,BECAUSE,1157,because_f
Scots_Gaelic,scot1245,because,BECAUSE,1157,because_al
Serbian,sout1528,because,BECAUSE,1157,because_0
Serbian,sout1528,because,BECAUSE,1157,because_a
Serbian,sout1528,because,BECAUSE,1157,because_f
Shughni,shug1248,because,BECAUSE,1157,because_f
Sindhi,sind1272,because,BECAUSE,1157,because_af
Sindhi,sind1272,because,BECAUSE,1157,because_ag
Sindhi,sind1272,because,BECAUSE,1157,because_ah
Singhalese,sinh1246,because,BECAUSE,1157,because_aj
Slovak,slov1269,because,BECAUSE,1157,because_v
Slovenian,slov1268,because,BECAUSE,1157,because_a
Slovenian,slov1268,because,BECAUSE,1157,because_ab
